"","gene_symbol","mean_rank","median_rank","direction_foldchange"
"653","Aebp2",1064.61111111111,1170,1
"654","Airn",1064.94444444444,941,1
"655","Arl8a",1065.55555555556,1136.5,1
"656","Uqcrfs1",1066,1037,-1
"657","Chmp2b",1066.38888888889,746.5,1
"658","Pja1",1066.94444444444,1013.5,-1
"659","Snhg11",1068.22222222222,851.5,-1
"660","Cyp8b1",1068.55555555556,734,-1
"661","Fmo5",1068.66666666667,987.5,1
"662","Habp2",1068.66666666667,1101,-1
"663","Trim47",1069.22222222222,761,1
"664","Amdhd1",1069.33333333333,834.5,-1
"665","Specc1",1069.33333333333,846.5,1
"666","Nfe2l2",1069.44444444444,1276.5,1
"667","Cyp2j9",1069.61111111111,887,-1
"668","Parp14",1070.72222222222,763,1
"669","Gcsh",1070.77777777778,668,-1
"670","Frk",1071.22222222222,1217,1
"671","Kxd1",1071.33333333333,713.5,-1
"672","Sec16b",1071.44444444444,893,-1
"673","Shpk",1072.38888888889,738.5,-1
"674","Dennd5a",1072.5,1005,1
"675","Csnk1e",1073.44444444444,799.5,1
"676","Grsf1",1073.61111111111,1172,-1
"677","Pla1a",1074.38888888889,1047,-1
"678","Prpf6",1074.72222222222,937,-1
"679","Gclc",1075.38888888889,751,1
"680","Foxa3",1075.44444444444,1123.5,-1
"681","Colgalt1",1075.94444444444,741.5,1
"682","Hsd3b3",1076.61111111111,1003,-1
"683","Sdcbp",1077.38888888889,784,1
"684","Atf4",1077.66666666667,938.5,-1
"685","Spcs3",1078.33333333333,1065.5,-1
"686","Bhmt",1079.61111111111,794,-1
"687","Plekhm2",1079.83333333333,850.5,1
"688","Lamp2",1080.88888888889,1045,-1
"689","Ppt1",1081.05555555556,980.5,1
"690","Ddrgk1",1082.38888888889,1018,-1
"691","Eny2",1082.83333333333,927,-1
"692","Atp8a1",1083.16666666667,1030.5,1
"693","Ctse",1083.38888888889,993.5,1
"694","Trabd",1084.38888888889,955,-1
"695","H2-Ke6",1085.11111111111,1019.5,-1
"696","Dusp6",1085.72222222222,843.5,1
"697","Zfp608",1086.5,1134.5,1
"698","Abhd14b",1087.27777777778,962,-1
"699","Prodh2",1087.77777777778,1002.5,-1
"700","Mrps16",1089.72222222222,958,-1
"701","Tmem219",1090,1147.5,-1
"702","Entpd5",1090.33333333333,1056.5,1
"703","Ndufs4",1090.77777777778,872.5,-1
"704","Dab2ip",1091.22222222222,950,1
"705","Agtr1a",1091.33333333333,922.5,-1
"706","Rassf1",1093,780.5,1
"707","Tmem205",1093.05555555556,926,-1
"708","Pfdn2",1093.05555555556,1196,-1
"709","Ubxn1",1093.55555555556,868.5,-1
"710","Mcee",1093.83333333333,919.5,-1
"711","Eif5a",1094.38888888889,1020,-1
"712","Pex5",1094.88888888889,958,-1
"713","Mrpl39",1095.16666666667,911.5,-1
"714","Pde4a",1096.5,1008,1
"715","Cd9",1097,1226,1
"716","Egfr",1097.66666666667,1302,-1
"717","Slc31a1",1098.88888888889,892.5,-1
"718","Pdcd4",1099.83333333333,860.5,-1
"719","Cd2ap",1100.22222222222,1044.5,1
"720","Mrap",1101.05555555556,633,-1
"721","Mapkapk3",1101.44444444444,914,1
"722","Rasa3",1102.16666666667,1349,1
"723","Cdc37l1",1102.83333333333,929.5,-1
"724","Ndufb6",1103.16666666667,983.5,-1
"725","Alad",1103.27777777778,994,-1
"726","Gba2",1103.44444444444,1157,-1
"727","Tob1",1103.5,1086.5,-1
"728","Traf3",1103.61111111111,1053,1
"729","Zfp707",1104.11111111111,918,-1
"730","Sqstm1",1104.11111111111,982,1
"731","Herpud1",1104.16666666667,888.5,-1
"732","Phb",1104.72222222222,739.5,-1
"733","Exoc4",1104.83333333333,945.5,1
"734","Fnbp1",1106,1103.5,1
"735","Scnn1a",1106.05555555556,914,-1
"736","Mrpl24",1106.33333333333,1029.5,-1
"737","Tspan12",1106.83333333333,1168.5,-1
"738","Fmnl2",1107.83333333333,961.5,1
"739","Mrps24",1107.88888888889,954.5,-1
"740","Mrps10",1108.11111111111,954.5,-1
"741","Fam126a",1108.44444444444,1123,1
"742","Akr1c19",1108.5,1280.5,-1
"743","Ptpre",1108.66666666667,1224,1
"744","Rhod",1108.77777777778,1001,1
"745","Arl6ip5",1109.22222222222,806,1
"746","Atp5k",1110.05555555556,971,-1
"747","C330002G04Rik",1110.33333333333,968.5,-1
"748","Lactb2",1111.05555555556,1102.5,-1
"749","Grm8",1111.22222222222,743,-1
"750","Mtx2",1111.22222222222,1081,-1
"751","Arhgef5",1111.55555555556,909.5,1
"752","Pacs2",1112.11111111111,1246,1
"753","Coro1c",1112.27777777778,1016,1
"754","Adam10",1112.33333333333,1214.5,1
"755","Cxcl12",1112.88888888889,976,-1
"756","Pih1d1",1113.27777777778,1136.5,-1
"757","Rpain",1114.11111111111,1002,-1
"758","Zfp141",1114.72222222222,1163.5,-1
"759","Themis",1115.05555555556,821.5,1
"760","Tiam2",1115.11111111111,1002,-1
"761","Depdc7",1115.77777777778,962,-1
"762","Cyp4v3",1115.94444444444,820,-1
"763","Casd1",1116.05555555556,966.5,-1
"764","Mrps7",1116.27777777778,1167.5,-1
"765","Slc23a2",1116.66666666667,963,1
"766","Tmem164",1116.88888888889,1086,1
"767","Echs1",1117.61111111111,962,-1
"768","Zfp467",1117.72222222222,1043,-1
"769","Arpc1b",1117.77777777778,1128,1
"770","Pitpnb",1117.83333333333,1043,-1
"771","Pqbp1",1118.27777777778,949,-1
"772","Bag4",1118.61111111111,1060.5,-1
"773","Aup1",1118.72222222222,874.5,-1
"774","Ptpn1",1119.16666666667,1058,1
"775","Coq5",1119.55555555556,1226,-1
"776","Btd",1119.94444444444,1069.5,-1
"777","Uqcrb",1120.61111111111,994,-1
"778","Nr2c1",1120.94444444444,1107,-1
"779","Ppfibp1",1121.5,1019.5,1
"780","Mocs1",1122.27777777778,1113,-1
"781","Smc4",1122.33333333333,1057.5,1
"782","Gm20319",1122.94444444444,975,-1
"783","Acat2",1123,1040,-1
"784","Adh7",1123.22222222222,925.5,-1
"785","Foxred1",1123.72222222222,966.5,-1
"786","Tbc1d10b",1123.77777777778,1115.5,1
"787","Aqp9",1125,1085,-1
"788","Samhd1",1126,849,1
"789","Fuom",1126.11111111111,754.5,-1
"790","Rcan1",1126.55555555556,943.5,1
"791","Mrps35",1126.83333333333,1103,-1
"792","F2r",1127,904.5,1
"793","P2rx3",1127.11111111111,915.5,-1
"794","Polk",1127.22222222222,1073,1
"795","Mmaa",1127.94444444444,1169.5,-1
"796","Stx2",1128.38888888889,831,1
"797","1110032A03Rik",1128.38888888889,1026,-1
"798","Mlx",1128.61111111111,812,-1
"799","Mast2",1129.11111111111,1149.5,1
"800","Nrros",1129.38888888889,1012.5,1
"801","Os9",1129.38888888889,785.5,-1
"802","Tns3",1129.5,1376,1
"803","Akr1c14",1129.94444444444,1085.5,-1
"804","Sestd1",1130,978,1
"805","Fam214a",1130.38888888889,796.5,-1
"806","Dpy19l3",1130.83333333333,1160,-1
"807","Qprt",1131,1099.5,-1
"808","Fgf1",1131.55555555556,1294,-1
"809","Cnbp",1132.61111111111,897.5,-1
"810","Aamp",1132.66666666667,891,-1
"811","Klkb1",1133.55555555556,790.5,-1
"812","Mtfr1",1133.55555555556,990.5,-1
"813","Ttc39b",1134.11111111111,1222,-1
"814","Pgd",1135.38888888889,1211,1
"815","9530068E07Rik",1135.61111111111,963.5,-1
"816","Psma5",1137.72222222222,1246,-1
"817","Ndufa8",1138.33333333333,985.5,-1
"818","Tmem147",1138.61111111111,1145,-1
"819","Serping1",1139.44444444444,1085,-1
"820","Mthfd2",1139.72222222222,1269.5,1
"821","Cat",1139.88888888889,1156.5,-1
"822","Rbm47",1140.77777777778,899.5,-1
"823","Sub1",1140.83333333333,758.5,-1
"824","Map4",1140.83333333333,968.5,1
"825","Ttc3",1140.88888888889,1156,1
"826","Pdlim7",1142.94444444444,1062.5,1
"827","Tnfaip2",1143.11111111111,830.5,1
"828","C9",1143.22222222222,1314.5,-1
"829","Itgav",1143.27777777778,1118.5,1
"830","Smim4",1143.38888888889,1064,-1
"831","Asic5",1144.88888888889,1127.5,-1
"832","Smpdl3a",1145.94444444444,926.5,1
"833","Lrit1",1146.38888888889,984,-1
"834","Iyd",1146.88888888889,1035,-1
"835","Gltpd2",1147.22222222222,1183.5,-1
"836","Ndufs6",1147.27777777778,1025.5,-1
"837","Tmx4",1147.33333333333,1126.5,-1
"838","Reln",1147.55555555556,1183,1
"839","Pccb",1148.38888888889,1114.5,-1
"840","Dcaf8",1148.5,843.5,-1
"841","Ndufaf6",1148.72222222222,774.5,-1
"842","Rpusd3",1148.88888888889,1071,-1
"843","Unc93b1",1149.11111111111,1018.5,1
"844","Ccng1",1149.16666666667,952,1
"845","Cox6a1",1149.94444444444,1133.5,-1
"846","Zbtb4",1150.38888888889,1288,1
"847","Arf5",1150.72222222222,982.5,-1
"848","Npr2",1150.83333333333,1009.5,-1
"849","Clcn5",1151.44444444444,1118,1
"850","Sephs2",1151.72222222222,1074,-1
"851","Sepsecs",1152,1132,-1
"852","Zbtb7c",1152.11111111111,1163.5,-1
"853","Pdgfc",1152.22222222222,1169,1
"854","S100a13",1152.33333333333,1002.5,-1
"855","Vamp8",1152.55555555556,932.5,-1
"856","Tra2b",1152.55555555556,857.5,-1
"857","Eml6",1153.61111111111,864,1
"858","Lrit2",1153.83333333333,1226.5,-1
"859","Akap1",1154.16666666667,1041,-1
"860","Sec14l1",1154.38888888889,1132.5,1
"861","Atrn",1154.77777777778,1058.5,-1
"862","Ndufb2",1154.83333333333,1164,-1
"863","Rap2a",1156.33333333333,1064.5,-1
"864","Tmem209",1156.72222222222,1041.5,1
"865","Skil",1157,1054,1
"866","Rnf5",1157.05555555556,1111.5,-1
"867","Scarb2",1157.77777777778,784.5,-1
"868","Notch1",1158,1099.5,1
"869","Lcat",1158.66666666667,1057,-1
"870","Inppl1",1158.83333333333,1134.5,1
"871","Gramd3",1159.11111111111,981.5,-1
"872","Tram1",1159.22222222222,1033.5,-1
"873","F13b",1159.22222222222,919,-1
"874","Spag7",1159.5,1098,-1
"875","Sdr42e1",1159.5,1124,-1
"876","Arl5b",1159.66666666667,999.5,-1
"877","Rpl36",1160.16666666667,1128.5,-1
"878","Nxt2",1161.16666666667,1234,-1
"879","Arhgap26",1161.33333333333,967.5,-1
"880","Alcam",1161.72222222222,1098,1
"881","Cox5a",1162.16666666667,1067.5,-1
"882","Atp11c",1162.44444444444,1055,-1
"883","Ntf3",1162.88888888889,1254.5,1
"884","Plk2",1163.61111111111,1108.5,1
"885","Fam162a",1163.66666666667,1040.5,-1
"886","Luzp1",1163.83333333333,1078,1
"887","Pdcd6",1163.83333333333,1344.5,-1
"888","Igbp1",1165.88888888889,1185.5,-1
"889","Cmah",1166.33333333333,1300,-1
"890","Add1",1166.55555555556,1068.5,1
"891","Dgkd",1166.61111111111,1003.5,1
"892","Timmdc1",1167,946,-1
"893","Tmem243",1168.27777777778,1248,-1
"894","Rbbp8",1168.27777777778,915,1
"895","Aco1",1168.83333333333,1119.5,-1
"896","Mrpl47",1169.22222222222,1100,-1
"897","Mertk",1169.33333333333,1105,1
"898","Tat",1171.66666666667,952.5,-1
"899","Mcl1",1171.77777777778,917.5,1
"900","Map3k13",1171.88888888889,1098,1
"901","Eif3i",1172.16666666667,1126,-1
"902","Abca5",1172.44444444444,1146.5,1
"903","Xaf1",1172.55555555556,1074,1
"904","Ctps",1172.72222222222,923,1
"905","Acmsd",1173.16666666667,1086.5,-1
"906","Coq9",1173.38888888889,1033.5,-1
"907","Akr1c13",1173.44444444444,1170,-1
"908","Ugt3a2",1174,1206.5,-1
"909","Cnpy2",1174.05555555556,1121,-1
"910","Necap2",1174.38888888889,1092.5,1
"911","Mavs",1174.44444444444,1170,-1
"912","Rgs16",1175.77777777778,1046,1
"913","Jtb",1176.38888888889,1254.5,-1
"914","Eif2a",1176.88888888889,1145.5,-1
"915","Usp20",1178.5,1416.5,1
"916","Spr",1178.77777777778,1010.5,-1
"917","Slc25a15",1179.16666666667,1114,-1
"918","Atp5a1",1179.44444444444,818,-1
"919","Eef1a1",1179.88888888889,1194.5,-1
"920","Gars",1180.05555555556,1042.5,1
"921","Acer2",1180.88888888889,992,1
"922","Naca",1180.88888888889,1178,-1
"923","Bcl2l11",1180.94444444444,1154,1
"924","Ankrd12",1181,1171,1
"925","Jph1",1181.44444444444,1091.5,-1
"926","Crim1",1181.94444444444,779.5,1
"927","Smu1",1182.66666666667,1132,-1
"928","Mrpl14",1183.94444444444,1109,-1
"929","Tesk2",1184.5,1108.5,-1
"930","Pdgfa",1185,1134.5,1
"931","Rps2",1185.55555555556,1079.5,-1
"932","Lacc1",1185.66666666667,1229,1
"933","Dera",1186.05555555556,1160.5,-1
"934","Gstm1",1186.16666666667,1099.5,1
"935","Tmcc1",1186.72222222222,987.5,-1
"936","Ndufc1",1187.22222222222,1106.5,-1
"937","Sdc4",1187.44444444444,1089.5,-1
"938","Hc",1187.66666666667,1225,-1
"939","Mrpl1",1188.16666666667,1208.5,-1
"940","Arhgap42",1188.83333333333,1110.5,-1
"941","Wasf2",1189,1166.5,1
"942","Zfyve21",1189.22222222222,1303,-1
"943","Psmb3",1189.94444444444,1204.5,-1
"944","Mrpl18",1190.5,874,-1
"945","Efhd2",1191.38888888889,1218.5,1
"946","Nr1h3",1191.5,1202.5,-1
"947","Mup14",1192.16666666667,1258,-1
"948","Atp5g1",1192.38888888889,1059,-1
"949","Wnk1",1192.5,956,1
"950","Car14",1192.72222222222,1228.5,-1
"951","Mgst1",1192.88888888889,1283.5,-1
"952","Aida",1192.94444444444,1064,1
"953","Nadsyn1",1193.27777777778,856.5,-1
"954","Cyp2c40",1193.55555555556,1065,-1
"955","Nagk",1194.16666666667,969.5,1
"956","Sesn2",1194.83333333333,854.5,1
"957","Gm5617",1195.66666666667,1240,-1
"958","N4bp2",1195.66666666667,894,-1
"959","Ola1",1195.77777777778,953.5,-1
"960","Tmem184b",1195.94444444444,1260.5,1
"961","Dlat",1196.11111111111,1219,-1
"962","Dusp10",1196.61111111111,1138,1
"963","Tmcc3",1197.5,1442.5,1
"964","Txn2",1197.77777777778,1374.5,-1
"965","Rps6ka3",1198.83333333333,1065,1
"966","Gcdh",1198.83333333333,1271.5,-1
"967","Egr1",1199.05555555556,1217.5,1
"968","Gemin2",1199.16666666667,1249.5,-1
"969","Dis3l2",1200.16666666667,1210.5,-1
"970","Ccnl2",1201.27777777778,1058,-1
"971","Aass",1201.88888888889,1177.5,-1
"972","Gng12",1202,1060.5,1
"973","Dnajc22",1202.16666666667,1079,-1
"974","Sema4b",1203.05555555556,1226,1
"975","Camk2d",1203.66666666667,1085.5,1
"976","Spcs2",1204.11111111111,1277,-1
"977","Gnb1",1204.55555555556,1010.5,1
"978","Hibadh",1205.05555555556,1110,-1
"979","Mrps9",1205.94444444444,1266,-1
"980","Ndufa1",1206.11111111111,1457,-1
"981","Aim2",1206.11111111111,860.5,1
"982","Blnk",1206.38888888889,1269,1
"983","Cog4",1207.38888888889,1216,-1
"984","Kmt5a",1207.44444444444,885,1
"985","Osbpl5",1208.5,1355,1
"986","Epb41l2",1209,1045.5,1
"987","Idh3b",1209.22222222222,1233,-1
"988","Nfu1",1209.33333333333,1110.5,-1
"989","Lypla2",1209.33333333333,959.5,-1
"990","Atp6v1a",1209.44444444444,1389.5,1
"991","Eif4a2",1209.55555555556,1212,-1
"992","A430005L14Rik",1210.94444444444,1349.5,-1
"993","Amt",1211.33333333333,1025,-1
"994","Emc6",1211.88888888889,999,-1
"995","Kdsr",1212.5,815,1
"996","Skiv2l",1213.61111111111,956,-1
"997","Park7",1213.77777777778,1261,-1
"998","Mdfic",1214,1166.5,1
"999","Impact",1214,1450,1
"1000","Rnft1",1214.44444444444,1408.5,-1
"1001","Kmo",1214.66666666667,1307,-1
"1002","Tmem41b",1215.33333333333,1136,-1
"1003","Fth1",1215.94444444444,1179.5,1
"1004","Abhd18",1216.16666666667,1274,-1
"1005","Prkca",1216.5,1181.5,1
"1006","1700017B05Rik",1216.55555555556,1306,1
"1007","Zfand2b",1216.61111111111,1299.5,-1
"1008","Cox8a",1216.94444444444,1131.5,-1
"1009","Kif16b",1216.94444444444,1286,1
"1010","Gpc6",1217.16666666667,1283,1
"1011","Bola1",1217.61111111111,1212,-1
"1012","Phactr2",1218.11111111111,1209.5,1
"1013","Dnmt1",1219,1179,1
"1014","Timm13",1219.11111111111,1074.5,-1
"1015","Ldlr",1219.11111111111,1048,-1
"1016","Igfbp4",1219.38888888889,1267.5,-1
"1017","Slc23a1",1219.94444444444,1305.5,-1
"1018","Aldh6a1",1220.77777777778,1228,-1
"1019","Ftsj1",1221,1219.5,-1
"1020","Gas2l1",1221.44444444444,1185,1
"1021","Rpl22",1222,1102.5,-1
"1022","Tanc1",1222.05555555556,1168,1
"1023","Abcd1",1222.11111111111,1141,1
"1024","B4galt5",1223.33333333333,892,1
"1025","Fars2",1223.72222222222,1173.5,-1
