"","gene_symbol","mean_rank","median_rank","direction_foldchange"
"2135","Gps1",1615.88888888889,1623,-1
"2136","Naa16",1616.33333333333,1610,-1
"2137","Tmem69",1616.66666666667,1528.5,-1
"2138","Ralgapb",1617.33333333333,1696.5,1
"2139","Ap2s1",1617.61111111111,1580.5,-1
"2140","Ilkap",1618.27777777778,1533,-1
"2141","Ift52",1618.55555555556,1678,-1
"2142","Letmd1",1618.72222222222,1798,-1
"2143","Smap1",1618.72222222222,1676,1
"2144","Vrk2",1618.77777777778,1785.5,1
"2145","Rpl36al",1618.88888888889,1911,-1
"2146","1110059E24Rik",1618.94444444444,1700,-1
"2147","Scamp2",1619.38888888889,1744.5,1
"2148","Stoml1",1619.66666666667,1755.5,1
"2149","Ccser2",1620.38888888889,1389.5,1
"2150","Cyhr1",1621.38888888889,1730.5,-1
"2151","Pex2",1621.77777777778,1995.5,-1
"2152","Cds2",1621.94444444444,1747,1
"2153","Xpa",1622.5,1595.5,-1
"2154","Hnrnpd",1622.55555555556,1809,-1
"2155","Zfp771",1622.94444444444,1561.5,-1
"2156","Zc3h12d",1623.61111111111,1578.5,1
"2157","Psmb2",1624.16666666667,1970.5,-1
"2158","Uba6",1624.16666666667,1704,1
"2159","Ptpn12",1624.38888888889,1736.5,1
"2160","Tmem234",1624.55555555556,1498,-1
"2161","Hltf",1624.94444444444,1655.5,1
"2162","Ly75",1625.77777777778,1824.5,1
"2163","Ccnh",1626.22222222222,1832.5,-1
"2164","Cox18",1626.44444444444,1750,-1
"2165","Slc25a19",1627.94444444444,1705,-1
"2166","Wdr4",1628.16666666667,1798.5,-1
"2167","Csnk1g1",1628.33333333333,1596.5,1
"2168","Fbxo32",1628.44444444444,1730,1
"2169","Uhrf1bp1",1628.77777777778,1645,1
"2170","Gpkow",1629.05555555556,1695,-1
"2171","Zfp959",1629.05555555556,1696.5,-1
"2172","Prpf3",1629.66666666667,1807,-1
"2173","Ubxn7",1630.22222222222,1800.5,-1
"2174","Zfp512",1630.38888888889,1531,1
"2175","Tnip2",1630.61111111111,1653,1
"2176","Zfp442",1633.66666666667,1841.5,1
"2177","Lztr1",1634.27777777778,1680.5,1
"2178","Dhx36",1634.83333333333,1692.5,-1
"2179","Ankrd54",1634.83333333333,1692,-1
"2180","Sart1",1635.27777777778,1899.5,-1
"2181","Orc3",1635.66666666667,1810,-1
"2182","Nkap",1635.72222222222,1637,-1
"2183","Cep164",1636.16666666667,1661.5,1
"2184","Tex261",1636.16666666667,1560,-1
"2185","Myg1",1637.33333333333,1799,-1
"2186","Map4k3",1637.72222222222,1666.5,1
"2187","Cdc42bpg",1638.16666666667,1807.5,1
"2188","Abcd4",1638.88888888889,1886,-1
"2189","Bbs7",1639,1802,1
"2190","Atxn7l3b",1639.5,1630,-1
"2191","Gtf2h4",1640.05555555556,1577.5,-1
"2192","Sco1",1640.38888888889,1776.5,-1
"2193","Paf1",1640.44444444444,1693.5,-1
"2194","Zfp516",1640.5,1870.5,1
"2195","Btbd3",1640.61111111111,1681.5,1
"2196","Clasp1",1641.05555555556,1794,1
"2197","Rragc",1641.88888888889,1673,1
"2198","Akt1",1642.44444444444,2010,1
"2199","Smim11",1642.88888888889,1789,-1
"2200","Agpat1",1643.16666666667,1553,1
"2201","Ddx3y",1644.44444444444,1652,-1
"2202","Man2c1os",1644.61111111111,1582,-1
"2203","Naga",1644.77777777778,1821.5,-1
"2204","Ranbp6",1645,1807.5,-1
"2205","Aaas",1645.11111111111,1608,1
"2206","Plekhm1",1645.33333333333,1866,1
"2207","Pde4dip",1645.61111111111,1630.5,-1
"2208","Taf2",1645.66666666667,1780,-1
"2209","Dkc1",1647.66666666667,1580.5,-1
"2210","Ilf2",1648.22222222222,1596,-1
"2211","Kars",1648.27777777778,1855.5,-1
"2212","Snrnp200",1648.83333333333,1819,-1
"2213","Sdhaf3",1648.88888888889,1642,-1
"2214","Elp2",1649.05555555556,1718.5,-1
"2215","Adamts6",1649.44444444444,1890,1
"2216","Otud6b",1649.66666666667,1560.5,-1
"2217","Cspp1",1649.72222222222,1662.5,-1
"2218","Zbtb33",1649.94444444444,1691,-1
"2219","Hcfc2",1650,1664.5,-1
"2220","Actl6a",1650.44444444444,1755,-1
"2221","Arhgap39",1651.05555555556,1800.5,1
"2222","Pomt1",1651.5,1754,1
"2223","Mta2",1652.72222222222,1874.5,-1
"2224","Sav1",1652.72222222222,1737.5,1
"2225","Rsrc1",1653.44444444444,1835,-1
"2226","Supt3",1653.77777777778,1733.5,-1
"2227","Gpr39",1654.5,1764.5,1
"2228","Rps6kb2",1654.66666666667,1791.5,-1
"2229","Agbl3",1654.66666666667,1661.5,-1
"2230","Ube2j2",1654.77777777778,1659.5,-1
"2231","Ube2v2",1655.5,1603.5,-1
"2232","Chn1os3",1655.66666666667,1643,-1
"2233","Zkscan5",1656.33333333333,1686.5,-1
"2234","Ndufaf7",1656.55555555556,1469,-1
"2235","Nmd3",1656.83333333333,1739.5,-1
"2236","Zfp597",1657.61111111111,1908,-1
"2237","Plekhj1",1657.72222222222,1849.5,-1
"2238","Pik3r4",1657.72222222222,1700,-1
"2239","Rph3al",1657.94444444444,1712,1
"2240","0610040B10Rik",1658.88888888889,2046.5,-1
"2241","Borcs5",1659.27777777778,1655.5,-1
"2242","Cep295",1659.5,1820.5,1
"2243","Zkscan14",1659.72222222222,1640.5,-1
"2244","Frg1",1659.77777777778,1789.5,-1
"2245","Atp13a1",1660,1783,-1
"2246","Alms1",1660.11111111111,1880,1
"2247","Sppl2b",1661.61111111111,1671,-1
"2248","Lingo4",1662.05555555556,1392.5,-1
"2249","E130308A19Rik",1662.11111111111,1940,-1
"2250","Samd4b",1662.5,1707.5,1
"2251","Vps8",1663.33333333333,1819.5,1
"2252","Naa35",1663.55555555556,1977.5,-1
"2253","Tmem38a",1664.38888888889,1788.5,-1
"2254","Eogt",1664.66666666667,1667.5,1
"2255","Kdm1a",1665.55555555556,1683,1
"2256","Tsr3",1666.61111111111,1678,-1
"2257","Mroh1",1666.72222222222,1904.5,1
"2258","Rnf7",1666.72222222222,1979.5,-1
"2259","Vps16",1666.77777777778,1772,-1
"2260","Nhlrc3",1667.27777777778,1834,1
"2261","Med15",1667.55555555556,1665,1
"2262","Dynll2",1667.83333333333,1906,-1
"2263","Usp45",1670,1718.5,-1
"2264","Tasp1",1670.05555555556,1663,-1
"2265","Meiob",1670.27777777778,1883.5,-1
"2266","Ergic3",1670.38888888889,1515.5,-1
"2267","Trip6",1670.88888888889,1751,1
"2268","Fbxo45",1671.61111111111,1496.5,1
"2269","Zfp746",1671.77777777778,1618.5,1
"2270","Anapc16",1672.27777777778,1869.5,-1
"2271","Cdc37",1673.16666666667,1769,-1
"2272","Tmem9",1674.72222222222,1954.5,-1
"2273","Phc2",1677.05555555556,1927,1
"2274","Rnaseh2a",1678.55555555556,1800.5,-1
"2275","Clns1a",1678.72222222222,1697.5,-1
"2276","Actr10",1679.61111111111,1903,-1
"2277","Arap1",1680.05555555556,1994,-1
"2278","B3galnt2",1680.61111111111,1649.5,-1
"2279","Rasgef1b",1680.61111111111,1875.5,1
"2280","Fbxo22",1680.77777777778,1810,-1
"2281","Ppp2r5d",1682,1715,-1
"2282","Zyg11a",1682.05555555556,1814.5,-1
"2283","Mplkip",1682.44444444444,1688,-1
"2284","Mtrr",1683.33333333333,1726.5,1
"2285","Ascc1",1683.66666666667,1880.5,-1
"2286","Phf5a",1684.05555555556,1969,-1
"2287","Eif2b5",1684.16666666667,1708.5,-1
"2288","Tarsl2",1684.16666666667,1772.5,-1
"2289","Znhit6",1684.16666666667,1807,-1
"2290","Mtbp",1684.94444444444,1824,1
"2291","Lrrfip2",1685.55555555556,1925.5,1
"2292","Pgm2l1",1685.83333333333,1687,1
"2293","Cct2",1686.72222222222,2080.5,-1
"2294","Ublcp1",1686.83333333333,1766.5,-1
"2295","Ercc6",1686.94444444444,1980.5,-1
"2296","Wdr36",1687.88888888889,1874,-1
"2297","Zscan12",1688.05555555556,1740.5,-1
"2298","Lsm7",1688.05555555556,1611.5,-1
"2299","Sp2",1691,1882.5,1
"2300","Fxr1",1691.05555555556,2007,-1
"2301","Timm50",1691.16666666667,1808,-1
"2302","Sec24b",1691.44444444444,1719,1
"2303","Zc3h7b",1691.72222222222,1808.5,1
"2304","Slc4a1ap",1693.72222222222,1775.5,-1
"2305","Mtrf1",1694,1702.5,-1
"2306","Tcp11l2",1694.61111111111,1798,-1
"2307","Scnm1",1696,1931,-1
"2308","1810030O07Rik",1696.22222222222,1728,1
"2309","Agps",1696.5,1986,1
"2310","Ube4a",1696.94444444444,1937,-1
"2311","Cxxc1",1697.55555555556,1706.5,-1
"2312","Pfkl",1698.16666666667,1603.5,1
"2313","Oxsm",1698.83333333333,1895.5,-1
"2314","Setd6",1699.38888888889,1863,-1
"2315","Polr2c",1699.83333333333,1745.5,-1
"2316","Uspl1",1700.61111111111,1983,-1
"2317","Fyttd1",1700.66666666667,1631.5,-1
"2318","Yme1l1",1701.27777777778,1826.5,-1
"2319","Mrps25",1702.16666666667,1749.5,-1
"2320","Nrbp1",1703.55555555556,1834,-1
"2321","Dpy30",1703.61111111111,1756.5,-1
"2322","Hnrnpm",1704.5,1861.5,-1
"2323","Commd6",1704.94444444444,1734.5,-1
"2324","Rrn3",1705.61111111111,1744,-1
"2325","Ranbp3l",1705.72222222222,1955.5,-1
"2326","Asb8",1707.27777777778,1799.5,-1
"2327","Mdp1",1707.33333333333,1912,-1
"2328","Serinc1",1708.05555555556,1982.5,-1
"2329","Trim44",1708.38888888889,1858.5,1
"2330","B230217O12Rik",1708.5,1716.5,-1
"2331","Ss18l1",1708.88888888889,1813,-1
"2332","Zfp189",1709.61111111111,1804.5,-1
"2333","Inpp4a",1710.77777777778,1941.5,-1
"2334","Dip2b",1711.38888888889,1726.5,1
"2335","Trappc6b",1712.66666666667,1901.5,-1
"2336","Sufu",1712.72222222222,1764.5,1
"2337","Avl9",1712.77777777778,1826,-1
"2338","Psen1",1713.11111111111,1804,1
"2339","Eaf2",1713.5,1898.5,-1
"2340","Supt4a",1714.22222222222,1745.5,-1
"2341","Cfl2",1715.38888888889,1812,-1
"2342","Eif3l",1715.44444444444,1944.5,-1
"2343","Arid4b",1716.33333333333,1738,-1
"2344","Cr1l",1717.16666666667,1860.5,-1
"2345","Cdipt",1717.27777777778,1849.5,1
"2346","Plscr3",1717.33333333333,1629.5,1
"2347","Cox10",1717.33333333333,1846,-1
"2348","Scyl3",1717.77777777778,1861,-1
"2349","Bcl7b",1718.38888888889,1884,1
"2350","Nat8f6",1718.88888888889,1667,-1
"2351","Wipi2",1719.5,1976,-1
"2352","Cdkn2aip",1720.66666666667,1810.5,-1
"2353","Gpr89",1720.72222222222,1978,-1
"2354","Gtpbp10",1720.94444444444,1838.5,-1
"2355","Ccdc124",1721.27777777778,1866,-1
"2356","Awat2",1721.27777777778,1796,-1
"2357","Orc2",1722.05555555556,1587.5,1
"2358","Tomm34",1722.33333333333,1818.5,1
"2359","Vps53",1722.88888888889,1875.5,-1
"2360","Rcc2",1723,1931.5,1
"2361","Bcs1l",1723.27777777778,1709.5,-1
"2362","Harbi1",1723.5,1689,-1
"2363","Arpc2",1723.5,1880.5,1
"2364","Otub1",1723.55555555556,1490.5,-1
"2365","Rgs12",1723.61111111111,1811,1
"2366","Nacc1",1723.83333333333,1889,1
"2367","Hps3",1724.16666666667,1885,1
"2368","Wdr92",1725.05555555556,1805.5,-1
"2369","Zfp943",1726.44444444444,2028.5,-1
"2370","Commd9",1726.55555555556,1815,-1
"2371","Zfp143",1726.66666666667,2048,1
"2372","Phtf1",1727.77777777778,1914,1
"2373","Wdr35",1731,1626.5,1
"2374","Tsn",1731.05555555556,1763.5,-1
"2375","Sft2d3",1731.27777777778,1676,-1
"2376","Mta3",1731.72222222222,1789.5,1
"2377","Commd2",1732.94444444444,2018.5,-1
"2378","Zfyve27",1733.66666666667,1858.5,-1
"2379","Ezh2",1733.72222222222,1773,1
"2380","Ints7",1734,2070,-1
"2381","Lamtor5",1734.11111111111,1698.5,-1
"2382","Wdr90",1734.11111111111,1858,-1
"2383","Zfp768",1735.05555555556,1836.5,-1
"2384","Lrrc57",1735.22222222222,1852,-1
"2385","Plekhn1",1736.33333333333,1831.5,1
"2386","Cstf1",1736.33333333333,1993.5,-1
"2387","Secisbp2",1737.05555555556,1926.5,-1
"2388","Xpc",1739,1721,1
"2389","Cstf2t",1739.44444444444,1831.5,-1
"2390","Zfp160",1739.5,1771,-1
"2391","Anks3",1743.27777777778,1845.5,-1
"2392","Uimc1",1744.72222222222,1978,-1
"2393","Dlg2",1744.94444444444,1917.5,1
"2394","Trappc11",1745.44444444444,1924.5,-1
"2395","6030458C11Rik",1745.55555555556,1891,-1
"2396","Drg1",1745.94444444444,1964.5,-1
"2397","Cdk5",1747.55555555556,1950.5,-1
"2398","Nup188",1749.38888888889,1913.5,1
"2399","Lta4h",1749.44444444444,1753.5,-1
"2400","Prpf40a",1749.83333333333,1855,-1
"2401","Tatdn3",1750.11111111111,1879,-1
"2402","Zbed3",1750.27777777778,1879,1
"2403","Cdh11",1750.83333333333,1836.5,1
"2404","Kansl2",1751.05555555556,1836,-1
"2405","Fbl",1751.11111111111,1921.5,-1
"2406","Actr2",1751.11111111111,1980,1
"2407","E2f3",1751.94444444444,2053.5,1
"2408","Zfp976",1752.94444444444,1842,-1
"2409","Zfp949",1752.94444444444,1941,-1
"2410","Lias",1753,1809,-1
"2411","Alg1",1753.33333333333,1980.5,-1
"2412","Cdkal1",1754.72222222222,1955,-1
"2413","Phf20l1",1756.55555555556,1830,-1
"2414","Zmat5",1756.66666666667,1904,-1
"2415","Sh2b1",1756.94444444444,1764,-1
"2416","Dennd4b",1757.88888888889,1893,1
"2417","Asb6",1757.94444444444,1951,1
"2418","Ostm1",1758.22222222222,2012.5,1
"2419","Zfp932",1759.61111111111,1794,-1
"2420","Nfyc",1760.44444444444,1835.5,-1
"2421","Tubgcp3",1760.5,2094,-1
"2422","Bclaf1",1760.83333333333,1910,-1
"2423","Bloc1s2",1761,1745,-1
"2424","Ylpm1",1761.72222222222,1883.5,1
"2425","Tmem161b",1762.11111111111,1925.5,-1
"2426","Alg5",1762.66666666667,1836.5,-1
"2427","Eif3f",1762.72222222222,1730,-1
"2428","Trim37",1763.33333333333,1947,1
"2429","Ppp1r7",1763.61111111111,1867,-1
"2430","Nde1",1764.5,2159,-1
"2431","Cirbp",1765.27777777778,1753,-1
"2432","Zc3h6",1765.88888888889,1947,-1
"2433","Usp25",1767.61111111111,1967.5,1
"2434","Anapc11",1767.94444444444,1869,-1
"2435","Mettl22",1768,2009.5,-1
"2436","Fbxl4",1769.77777777778,1764,-1
"2437","Wdr37",1770.27777777778,1867.5,-1
"2438","Ube2d2a",1770.88888888889,1876,-1
"2439","Rchy1",1772.11111111111,1812,-1
"2440","Eif2s3x",1772.44444444444,1837,-1
"2441","Plcl1",1772.44444444444,1901.5,1
"2442","Gm14326",1772.5,1961,-1
"2443","Bivm",1773.33333333333,2064,-1
"2444","BC005537",1774.27777777778,2030,1
"2445","Atad5",1774.88888888889,1777,1
"2446","Mier3",1776.77777777778,1894,-1
"2447","Thap3",1776.94444444444,2104,-1
"2448","Zfp799",1777.22222222222,1976.5,-1
"2449","Zfp869",1777.27777777778,1906,-1
"2450","Tardbp",1778.55555555556,1915,-1
"2451","Bcas2",1778.88888888889,1787,-1
"2452","Adat1",1779.77777777778,1842.5,-1
"2453","Trappc10",1782.61111111111,1947,1
"2454","Farsb",1784.44444444444,1773.5,-1
"2455","Gpn2",1784.61111111111,1989.5,-1
"2456","Hnrnph3",1785.11111111111,1837.5,-1
"2457","Pgam5",1785.33333333333,1767,-1
"2458","Eif3j1",1785.5,1891,-1
"2459","Prkg1",1785.83333333333,1855.5,1
"2460","Zfyve19",1785.94444444444,1917.5,-1
"2461","Eif4a3",1787.77777777778,1823.5,-1
"2462","Det1",1789.72222222222,1955,1
"2463","Zfp809",1790.83333333333,2171.5,-1
"2464","Zfp53",1791.44444444444,1930.5,1
"2465","Acyp1",1792.77777777778,2000.5,-1
"2466","Zfp931",1793,1821.5,-1
"2467","Nme7",1793.11111111111,1867.5,-1
"2468","Ttc6",1793.5,1900.5,-1
"2469","Tomm20",1796.27777777778,2021.5,-1
"2470","Gm11342",1796.33333333333,1793,-1
"2471","Caml",1796.83333333333,2138.5,-1
"2472","Zmym4",1798.88888888889,2037.5,1
"2473","Setdb1",1799.94444444444,1908.5,-1
"2474","Dnajc24",1799.94444444444,2019.5,-1
"2475","Paip2b",1800.72222222222,1694.5,-1
"2476","Coro7",1801.38888888889,2084,1
"2477","Guf1",1801.44444444444,1908,-1
"2478","Ccdc93",1801.72222222222,1971,1
"2479","Ppil3",1801.83333333333,1823.5,-1
"2480","Ap5m1",1804,1901,-1
"2481","Rfng",1804.38888888889,2024.5,-1
"2482","Yipf4",1804.83333333333,1881,-1
"2483","Sirt2",1805.16666666667,1999.5,-1
"2484","AI597479",1805.33333333333,1915,-1
"2485","Sdccag8",1805.66666666667,2028.5,1
"2486","Habp4",1805.77777777778,1872,-1
"2487","Btbd10",1807,2029,1
"2488","Slc30a6",1807.33333333333,1861.5,-1
"2489","Dhx32",1807.94444444444,1948.5,1
"2490","Slc9a1",1808.22222222222,1872.5,1
"2491","Tyk2",1808.27777777778,1929,1
"2492","Exoc5",1809.5,2009.5,-1
"2493","Ddx23",1809.83333333333,1895.5,-1
"2494","Wdr83",1810.66666666667,1719,-1
"2495","Rft1",1810.66666666667,1827.5,-1
"2496","Med23",1812.27777777778,1850,1
"2497","Zfp622",1813.11111111111,1888.5,-1
"2498","Api5",1815.61111111111,1973.5,-1
"2499","Rundc3b",1815.77777777778,2044.5,1
"2500","Metap1",1818.55555555556,2104,-1
"2501","Zfp961",1820.5,2038,-1
"2502","Traf3ip2",1821.44444444444,1977,-1
"2503","Pofut2",1821.5,1903.5,1
"2504","Ift46",1822.27777777778,1967.5,-1
"2505","Zfp866",1823.11111111111,1898,-1
"2506","Rnf217",1823.38888888889,1915.5,-1
"2507","Tbp",1825.16666666667,1953.5,-1
"2508","Zcchc8",1827.22222222222,1888.5,-1
"2509","5730522E02Rik",1828.33333333333,1922.5,-1
"2510","Ccdc186",1828.5,1974.5,1
"2511","Zfp821",1828.72222222222,2193.5,1
"2512","Mrps15",1829.11111111111,1887.5,-1
"2513","Timm22",1831.94444444444,1821.5,-1
"2514","Polm",1832.11111111111,1800.5,1
"2515","Zfr2",1832.44444444444,1949.5,1
"2516","Spata2",1832.66666666667,2024.5,1
"2517","Crnkl1",1834.72222222222,1855,-1
"2518","Nckap1",1836.27777777778,1998.5,1
"2519","Ofd1",1837.83333333333,2019,1
"2520","Zfp930",1838.44444444444,2011,-1
"2521","Pign",1839.16666666667,1929,1
"2522","Wdr76",1840.11111111111,1907.5,1
"2523","Zfp60",1842.55555555556,1917.5,-1
"2524","2610035D17Rik",1847.33333333333,2209.5,-1
"2525","Pcbp1",1847.38888888889,1916,-1
"2526","Srp72",1853.88888888889,1879,-1
"2527","Camta2",1855.61111111111,1977.5,-1
"2528","Usp33",1856.94444444444,2195,-1
"2529","Irf2bp1",1857.38888888889,1814,-1
"2530","Vezf1",1863.22222222222,1949.5,1
"2531","Snip1",1863.66666666667,2041.5,-1
"2532","Apbb2",1863.72222222222,1803,1
"2533","2210016L21Rik",1864.27777777778,2073.5,-1
"2534","Dus3l",1866.33333333333,1961,-1
"2535","Prcc",1868.22222222222,2049.5,-1
"2536","Agfg1",1868.27777777778,1959,1
"2537","Cwc25",1868.66666666667,1937,-1
"2538","Rars2",1869.16666666667,1931.5,-1
"2539","Nek3",1869.16666666667,2042,1
"2540","Nap1l4",1873.72222222222,2063.5,-1
"2541","Tjap1",1874.77777777778,1851,1
"2542","Lsm2",1874.94444444444,2038.5,-1
"2543","Inpp5f",1875.22222222222,2158,-1
"2544","Cog2",1876.27777777778,2001.5,-1
"2545","Mettl2",1879.44444444444,1955,-1
"2546","Mapk8",1881.55555555556,1939,-1
"2547","Rttn",1883.22222222222,1919.5,1
"2548","Exosc1",1884,2237.5,-1
"2549","Lsg1",1884.77777777778,1837,-1
"2550","Ift140",1885.33333333333,2042,1
"2551","Trim3",1885.94444444444,1876.5,1
"2552","Fam204a",1886.72222222222,2101,-1
"2553","Msantd4",1886.72222222222,2044.5,1
"2554","Nsun5",1887.72222222222,2212,-1
"2555","Lrsam1",1888.66666666667,1994,1
"2556","Pdrg1",1890.55555555556,2026.5,1
"2557","Ppil4",1892.94444444444,2144,-1
"2558","Rnf168",1893.44444444444,2028.5,-1
"2559","Fbxw2",1894.11111111111,1952,-1
"2560","Prpf4",1894.22222222222,2116,1
"2561","Tbce",1896.16666666667,2054,-1
"2562","Brpf1",1896.55555555556,2043.5,1
"2563","Camta1",1898.22222222222,2155.5,-1
"2564","Ago4",1898.44444444444,2077.5,1
"2565","Ilf3",1899.05555555556,1837.5,1
"2566","Asb3",1899.5,2047.5,-1
"2567","Bicd2",1901.11111111111,1878,1
"2568","Gm960",1903.55555555556,2090.5,-1
"2569","Zfp266",1903.66666666667,1968.5,-1
"2570","Cfap97",1908.16666666667,1918,-1
"2571","Armc10",1913.66666666667,2013.5,1
"2572","Tmem216",1915.11111111111,2129.5,-1
"2573","Dtnbp1",1917.72222222222,2171,-1
"2574","Zfp870",1918.72222222222,2094.5,-1
"2575","Kctd5",1921.22222222222,2004.5,1
"2576","Ttc5",1923.22222222222,2020.5,1
"2577","Igf2bp3",1923.55555555556,2294.5,1
"2578","Zc3h3",1926.5,2174,1
"2579","Wiz",1928.16666666667,2132.5,1
"2580","Cenpc1",1929.27777777778,2055,1
"2581","Mrm1",1932.72222222222,2088,-1
"2582","Exosc7",1933.44444444444,2046,-1
"2583","Tradd",1936.83333333333,1960.5,-1
"2584","Nosip",1937,2022,-1
"2585","Zfp780b",1937.33333333333,2107,-1
"2586","Intu",1937.5,2043,1
"2587","A130010J15Rik",1938.27777777778,2082,-1
"2588","Nup85",1939,1978,-1
"2589","Ppie",1940.27777777778,2039.5,-1
"2590","Tmem50b",1940.33333333333,1963.5,1
"2591","Gm15446",1947.66666666667,2233.5,-1
"2592","Carnmt1",1947.88888888889,2074,-1
"2593","Parn",1957.11111111111,2179.5,-1
"2594","Trim23",1958.27777777778,1979.5,-1
"2595","Zfp563",1963.77777777778,2073,-1
"2596","Washc3",1964.22222222222,2112.5,-1
"2597","Lysmd4",1964.83333333333,2198,-1
"2598","Uty",1965.55555555556,2034,-1
"2599","Mrpl3",1982.83333333333,2128.5,-1
"2600","Ywhae",1990.16666666667,2162.5,-1
"2601","Ecd",1993.05555555556,2115,-1
"2602","Platr4",1998.77777777778,2138,-1
"2603","Ccnyl1",2004,2218.5,1
"2604","Snupn",2005.05555555556,2239,-1
"2605","Tti2",2006.88888888889,2032.5,-1
"2606","Gm16973",2021.61111111111,2305.5,-1
"2607","Tmed8",2036.05555555556,2231,1
"2608","Zfp280d",2036.33333333333,2248.5,-1
"2609","Cbll1",2048.11111111111,2180.5,-1
"2610","Zfp410",2051.61111111111,1998.5,-1
"2611","Gm15952",2054.22222222222,2080.5,-1
"2612","Ccz1",2064.61111111111,2186.5,-1
"2613","1700007F19Rik",2083.61111111111,2389,1
"2614","Zfp791",2125.72222222222,2258,1
