"","Genes","detection_rate","log2_dec_rate"
"5260","Nuak2",0.132,-2.92029762830262
"5261","Gm20045",0.132,-2.92029762830262
"5262","Nudt5",0.132,-2.92029762830262
"5263","Vps39",0.132,-2.92029762830262
"5264","Platr4",0.132,-2.92029762830262
"5265","Med12l",0.132,-2.92029762830262
"5266","Slc4a2",0.132,-2.92029762830262
"5267","Aasdh",0.132,-2.92029762830262
"5268","Atoh8",0.132,-2.92029762830262
"5269","Zfp329",0.132,-2.92029762830262
"5270","Crybg1",0.132,-2.92029762830262
"5271","Mcm3ap",0.132,-2.92029762830262
"5272","Gm34777",0.132,-2.92029762830262
"5273","Nrg1",0.132,-2.92029762830262
"5274","Tmem161a",0.132,-2.92029762830262
"5275","Hmgxb4",0.132,-2.92029762830262
"5276","Kifc3",0.132,-2.92029762830262
"5277","Cct4",0.132,-2.92029762830262
"5278","Tlcd1",0.132,-2.92029762830262
"5279","Nol11",0.132,-2.92029762830262
"5280","Mcur1",0.132,-2.92029762830262
"5281","Gpbp1",0.132,-2.92029762830262
"5282","Fam228b",0.132,-2.92029762830262
"5283","Cyc1",0.132,-2.92029762830262
"5284","Ncaph2",0.132,-2.92029762830262
"5285","Hnrnpa1",0.132,-2.92029762830262
"5286","Fau",0.132,-2.92029762830262
"5287","Cbwd1",0.132,-2.92029762830262
"5288","Eloc",0.131,-2.93126040932769
"5289","Npas2",0.131,-2.93126040932769
"5290","Cdk18",0.131,-2.93126040932769
"5291","B230118H07Rik",0.131,-2.93126040932769
"5292","Cep152",0.131,-2.93126040932769
"5293","Nop56",0.131,-2.93126040932769
"5294","Irak1",0.131,-2.93126040932769
"5295","Gm31121",0.131,-2.93126040932769
"5296","Psip1",0.131,-2.93126040932769
"5297","Btf3l4",0.131,-2.93126040932769
"5298","Rcc2",0.131,-2.93126040932769
"5299","Hopx",0.131,-2.93126040932769
"5300","A430033K04Rik",0.131,-2.93126040932769
"5301","Atp5j2",0.131,-2.93126040932769
"5302","Creld1",0.131,-2.93126040932769
"5303","Prrg2",0.131,-2.93126040932769
"5304","Ctsc",0.131,-2.93126040932769
"5305","Nudt21",0.131,-2.93126040932769
"5306","Rnf44",0.131,-2.93126040932769
"5307","Cpsf3",0.131,-2.93126040932769
"5308","Cldn14",0.131,-2.93126040932769
"5309","Klhdc3",0.131,-2.93126040932769
"5310","Rpl7l1",0.131,-2.93126040932769
"5311","Zfp516",0.131,-2.93126040932769
"5312","Smndc1",0.131,-2.93126040932769
"5313","Casp7",0.131,-2.93126040932769
"5314","Tada1",0.13,-2.94230713283165
"5315","Lbp",0.13,-2.94230713283165
"5316","Rap2c",0.13,-2.94230713283165
"5317","Zfand1",0.13,-2.94230713283165
"5318","Wdr3",0.13,-2.94230713283165
"5319","Slc16a1",0.13,-2.94230713283165
"5320","Lrrc41",0.13,-2.94230713283165
"5321","Wbp11",0.13,-2.94230713283165
"5322","Zfp606",0.13,-2.94230713283165
"5323","1600010M07Rik",0.13,-2.94230713283165
"5324","Katna1",0.13,-2.94230713283165
"5325","Sar1a",0.13,-2.94230713283165
"5326","Zfp961",0.13,-2.94230713283165
"5327","Higd1a",0.13,-2.94230713283165
"5328","Rab5c",0.13,-2.94230713283165
"5329","Mettl23",0.13,-2.94230713283165
"5330","Idi1",0.13,-2.94230713283165
"5331","Dld",0.13,-2.94230713283165
"5332","Tnfaip2",0.13,-2.94230713283165
"5333","Ncald",0.13,-2.94230713283165
"5334","Asb8",0.13,-2.94230713283165
"5335","Zfp263",0.13,-2.94230713283165
"5336","Ifnar1",0.13,-2.94230713283165
"5337","Zfp281",0.129,-2.95343909424226
"5338","Gm36975",0.129,-2.95343909424226
"5339","Tomm40l",0.129,-2.95343909424226
"5340","Ndufs2",0.129,-2.95343909424226
"5341","Sephs1",0.129,-2.95343909424226
"5342","Hnrnph2",0.129,-2.95343909424226
"5343","Hspa4l",0.129,-2.95343909424226
"5344","Vps72",0.129,-2.95343909424226
"5345","Aimp1",0.129,-2.95343909424226
"5346","Rarres2",0.129,-2.95343909424226
"5347","Hdac11",0.129,-2.95343909424226
"5348","Tdg",0.129,-2.95343909424226
"5349","Klhl26",0.129,-2.95343909424226
"5350","Rft1",0.129,-2.95343909424226
"5351","Bin3",0.129,-2.95343909424226
"5352","Usp28",0.129,-2.95343909424226
"5353","Alg9",0.129,-2.95343909424226
"5354","Slc25a38",0.129,-2.95343909424226
"5355","Uqcr10",0.129,-2.95343909424226
"5356","Per1",0.129,-2.95343909424226
"5357","Mrpl12",0.129,-2.95343909424226
"5358","6720427I07Rik",0.129,-2.95343909424226
"5359","Mapk15",0.129,-2.95343909424226
"5360","Fignl2",0.129,-2.95343909424226
"5361","Brox",0.128,-2.9646576192078
"5362","Tti1",0.128,-2.9646576192078
"5363","Zfp970",0.128,-2.9646576192078
"5364","Mfsd14a",0.128,-2.9646576192078
"5365","Ago4",0.128,-2.9646576192078
"5366","Hsph1",0.128,-2.9646576192078
"5367","Clcn4",0.128,-2.9646576192078
"5368","Aldh16a1",0.128,-2.9646576192078
"5369","Knop1",0.128,-2.9646576192078
"5370","Abraxas2",0.128,-2.9646576192078
"5371","Pcsk4",0.128,-2.9646576192078
"5372","Lsm1",0.128,-2.9646576192078
"5373","Gnpat",0.128,-2.9646576192078
"5374","Rabggta",0.128,-2.9646576192078
"5375","Zfp317",0.128,-2.9646576192078
"5376","Ilf3",0.128,-2.9646576192078
"5377","Snx14",0.128,-2.9646576192078
"5378","Ppia",0.128,-2.9646576192078
"5379","Rps27a",0.128,-2.9646576192078
"5380","Gprc5c",0.128,-2.9646576192078
"5381","Slc38a10",0.128,-2.9646576192078
"5382","Rab10os",0.128,-2.9646576192078
"5383","Txnrd2",0.128,-2.9646576192078
"5384","Taf4b",0.128,-2.9646576192078
"5385","Ankrd44",0.127,-2.97596406454449
"5386","Orc2",0.127,-2.97596406454449
"5387","Yod1",0.127,-2.97596406454449
"5388","Pfkfb3",0.127,-2.97596406454449
"5389","Napb",0.127,-2.97596406454449
"5390","Epha2",0.127,-2.97596406454449
"5391","Erp29",0.127,-2.97596406454449
"5392","Tmem120b",0.127,-2.97596406454449
"5393","Denr",0.127,-2.97596406454449
"5394","Daglb",0.127,-2.97596406454449
"5395","Zbtb24",0.127,-2.97596406454449
"5396","Hmg20b",0.127,-2.97596406454449
"5397","B930025P03Rik",0.127,-2.97596406454449
"5398","Grtp1",0.127,-2.97596406454449
"5399","Maf",0.127,-2.97596406454449
"5400","Rbm34",0.127,-2.97596406454449
"5401","Rexo2",0.127,-2.97596406454449
"5402","Rplp1",0.127,-2.97596406454449
"5403","Tmod3",0.127,-2.97596406454449
"5404","Mthfsl",0.127,-2.97596406454449
"5405","Rasa2",0.127,-2.97596406454449
"5406","Slc22a14",0.127,-2.97596406454449
"5407","Pigl",0.127,-2.97596406454449
"5408","Mybbp1a",0.127,-2.97596406454449
"5409","Tex14",0.127,-2.97596406454449
"5410","Psmd3",0.127,-2.97596406454449
"5411","2610035D17Rik",0.127,-2.97596406454449
"5412","Serpinb6a",0.127,-2.97596406454449
"5413","Klhdc2",0.127,-2.97596406454449
"5414","Mta1",0.127,-2.97596406454449
"5415","Cul9",0.127,-2.97596406454449
"5416","Stap2",0.127,-2.97596406454449
"5417","Yipf4",0.127,-2.97596406454449
"5418","Wdr36",0.127,-2.97596406454449
"5419","Atg12",0.127,-2.97596406454449
"5420","Dtwd2",0.127,-2.97596406454449
"5421","Lipg",0.127,-2.97596406454449
"5422","Nhej1",0.126,-2.98735981922123
"5423","Vamp4",0.126,-2.98735981922123
"5424","Mrrf",0.126,-2.98735981922123
"5425","Nmi",0.126,-2.98735981922123
"5426","Vps16",0.126,-2.98735981922123
"5427","Ywhab",0.126,-2.98735981922123
"5428","Cse1l",0.126,-2.98735981922123
"5429","Rnf220",0.126,-2.98735981922123
"5430","Miip",0.126,-2.98735981922123
"5431","Psmc2",0.126,-2.98735981922123
"5432","AI987944",0.126,-2.98735981922123
"5433","Swap70",0.126,-2.98735981922123
"5434","Cars2",0.126,-2.98735981922123
"5435","Bst2",0.126,-2.98735981922123
"5436","Cep70",0.126,-2.98735981922123
"5437","Irgm2",0.126,-2.98735981922123
"5438","Ormdl3",0.126,-2.98735981922123
"5439","Ezh1",0.126,-2.98735981922123
"5440","Akr1c13",0.126,-2.98735981922123
"5441","Akr1e1",0.126,-2.98735981922123
"5442","Ppwd1",0.126,-2.98735981922123
"5443","Serpina6",0.126,-2.98735981922123
"5444","Dgat1",0.126,-2.98735981922123
"5445","Rbx1",0.126,-2.98735981922123
"5446","Nsun3",0.126,-2.98735981922123
"5447","Tbp",0.126,-2.98735981922123
"5448","Zfp944",0.126,-2.98735981922123
"5449","Rps14",0.126,-2.98735981922123
"5450","Seh1l",0.126,-2.98735981922123
"5451","Slc22a27",0.126,-2.98735981922123
"5452","Rbm18",0.125,-2.99884630538363
"5453","Zc3h8",0.125,-2.99884630538363
"5454","Snhg11",0.125,-2.99884630538363
"5455","Dhx35",0.125,-2.99884630538363
"5456","F8",0.125,-2.99884630538363
"5457","Slc39a8",0.125,-2.99884630538363
"5458","Rragc",0.125,-2.99884630538363
"5459","Pot1a",0.125,-2.99884630538363
"5460","5430402O13Rik",0.125,-2.99884630538363
"5461","Kmt5c",0.125,-2.99884630538363
"5462","Eef2k",0.125,-2.99884630538363
"5463","Ncln",0.125,-2.99884630538363
"5464","Gm47200",0.125,-2.99884630538363
"5465","4930517O19Rik",0.125,-2.99884630538363
"5466","Eif5a",0.125,-2.99884630538363
"5467","Heatr1",0.125,-2.99884630538363
"5468","Tmem14c",0.125,-2.99884630538363
"5469","Nol8",0.125,-2.99884630538363
"5470","Sf3b6",0.125,-2.99884630538363
"5471","Zfp799",0.125,-2.99884630538363
"5472","Cabyr",0.125,-2.99884630538363
"5473","Hars2",0.125,-2.99884630538363
"5474","Ctdp1",0.125,-2.99884630538363
"5475","Ccdc186",0.125,-2.99884630538363
"5476","Rpe",0.124,-3.01042497941909
"5477","Pde6d",0.124,-3.01042497941909
"5478","Ipo9",0.124,-3.01042497941909
"5479","Fktn",0.124,-3.01042497941909
"5480","Alg6",0.124,-3.01042497941909
"5481","Malsu1",0.124,-3.01042497941909
"5482","9430038I01Rik",0.124,-3.01042497941909
"5483","Hint3",0.124,-3.01042497941909
"5484","Cirbp",0.124,-3.01042497941909
"5485","Mettl25",0.124,-3.01042497941909
"5486","Elmod2",0.124,-3.01042497941909
"5487","Nxpe2",0.124,-3.01042497941909
"5488","Ube2cbp",0.124,-3.01042497941909
"5489","Tmem106a",0.124,-3.01042497941909
"5490","Sap30bp",0.124,-3.01042497941909
"5491","Dek",0.124,-3.01042497941909
"5492","Arsk",0.124,-3.01042497941909
"5493","Poldip3",0.124,-3.01042497941909
"5494","Ercc4",0.124,-3.01042497941909
"5495","Dvl3",0.124,-3.01042497941909
"5496","Atp6v0e",0.124,-3.01042497941909
"5497","Elovl3",0.124,-3.01042497941909
"5498","Gpr155",0.123,-3.02209733306499
"5499","Lin7c",0.123,-3.02209733306499
"5500","Cep250",0.123,-3.02209733306499
"5501","Cul4b",0.123,-3.02209733306499
"5502","Rpl22",0.123,-3.02209733306499
"5503","Sbds",0.123,-3.02209733306499
"5504","Rcc1l",0.123,-3.02209733306499
"5505","Samd4b",0.123,-3.02209733306499
"5506","Clns1a",0.123,-3.02209733306499
"5507","Vnn3",0.123,-3.02209733306499
"5508","Midn",0.123,-3.02209733306499
"5509","Lta4h",0.123,-3.02209733306499
"5510","Ppp2cb",0.123,-3.02209733306499
"5511","Dock6",0.123,-3.02209733306499
"5512","Bco2",0.123,-3.02209733306499
"5513","Cep63",0.123,-3.02209733306499
"5514","Glb1",0.123,-3.02209733306499
"5515","Ccdc157",0.123,-3.02209733306499
"5516","Vamp2",0.123,-3.02209733306499
"5517","Gabarap",0.123,-3.02209733306499
"5518","Rnf167",0.123,-3.02209733306499
"5519","Snf8",0.123,-3.02209733306499
"5520","Dhfr",0.123,-3.02209733306499
"5521","4732463B04Rik",0.123,-3.02209733306499
"5522","Brix1",0.123,-3.02209733306499
"5523","Ankrd46",0.123,-3.02209733306499
"5524","Khsrp",0.123,-3.02209733306499
"5525","BC031181",0.123,-3.02209733306499
"5526","A930007I19Rik",0.123,-3.02209733306499
"5527","Adipor1",0.122,-3.03386489456205
"5528","Smyd2",0.122,-3.03386489456205
"5529","Nelfb",0.122,-3.03386489456205
"5530","Usp20",0.122,-3.03386489456205
"5531","Dnajc10",0.122,-3.03386489456205
"5532","Mpp1",0.122,-3.03386489456205
"5533","Proser1",0.122,-3.03386489456205
"5534","C920021L13Rik",0.122,-3.03386489456205
"5535","Manea",0.122,-3.03386489456205
"5536","Sigmar1",0.122,-3.03386489456205
"5537","Sdad1",0.122,-3.03386489456205
"5538","Ccdc77",0.122,-3.03386489456205
"5539","Uevld",0.122,-3.03386489456205
"5540","Btbd10",0.122,-3.03386489456205
"5541","Cd81",0.122,-3.03386489456205
"5542","Nat2",0.122,-3.03386489456205
"5543","Rbm7",0.122,-3.03386489456205
"5544","Zkscan7",0.122,-3.03386489456205
"5545","Polg2",0.122,-3.03386489456205
"5546","Tmem184b",0.122,-3.03386489456205
"5547","Samm50",0.122,-3.03386489456205
"5548","Ddx23",0.122,-3.03386489456205
"5549","Spats2",0.122,-3.03386489456205
"5550","Lonp1",0.122,-3.03386489456205
"5551","Slc30a6",0.122,-3.03386489456205
"5552","Rnmt",0.122,-3.03386489456205
"5553","4930481A15Rik",0.122,-3.03386489456205
"5554","Wdr75",0.121,-3.04572922985512
"5555","Hspe1",0.121,-3.04572922985512
"5556","Slc45a3",0.121,-3.04572922985512
"5557","Tfb2m",0.121,-3.04572922985512
"5558","Pdss1",0.121,-3.04572922985512
"5559","St6galnac6",0.121,-3.04572922985512
"5560","Rapgef4os1",0.121,-3.04572922985512
"5561","Emc7",0.121,-3.04572922985512
"5562","Apoo",0.121,-3.04572922985512
"5563","Ampd2",0.121,-3.04572922985512
"5564","Acox3",0.121,-3.04572922985512
"5565","Mtmr14",0.121,-3.04572922985512
"5566","Hdhd5",0.121,-3.04572922985512
"5567","Sgf29",0.121,-3.04572922985512
"5568","Gas6",0.121,-3.04572922985512
"5569","Ing2",0.121,-3.04572922985512
"5570","Tmem208",0.121,-3.04572922985512
"5571","Foxred1",0.121,-3.04572922985512
"5572","Ifi35",0.121,-3.04572922985512
"5573","Ccdc47",0.121,-3.04572922985512
"5574","Cfl2",0.121,-3.04572922985512
"5575","Brms1l",0.121,-3.04572922985512
"5576","Tbc1d31",0.121,-3.04572922985512
"5577","Apol9a",0.121,-3.04572922985512
"5578","Lztr1",0.121,-3.04572922985512
"5579","Rnps1",0.121,-3.04572922985512
"5580","Tead3",0.121,-3.04572922985512
"5581","Naa40",0.121,-3.04572922985512
"5582","Zbtb41",0.12,-3.05769194384382
"5583","Srp9",0.12,-3.05769194384382
"5584","Sardhos",0.12,-3.05769194384382
"5585","Arpc5l",0.12,-3.05769194384382
"5586","Cables2",0.12,-3.05769194384382
"5587","Bcor",0.12,-3.05769194384382
"5588","Ppid",0.12,-3.05769194384382
"5589","Nras",0.12,-3.05769194384382
"5590","Zmpste24",0.12,-3.05769194384382
"5591","Zbtb48",0.12,-3.05769194384382
"5592","0610030E20Rik",0.12,-3.05769194384382
"5593","Itfg2",0.12,-3.05769194384382
"5594","Tmem86b",0.12,-3.05769194384382
"5595","Tubgcp5",0.12,-3.05769194384382
"5596","Wdr73",0.12,-3.05769194384382
"5597","Spns1",0.12,-3.05769194384382
"5598","Armt1",0.12,-3.05769194384382
"5599","Btg1",0.12,-3.05769194384382
"5600","6230400D17Rik",0.12,-3.05769194384382
"5601","Nnmt",0.12,-3.05769194384382
"5602","Npat",0.12,-3.05769194384382
"5603","Nme6",0.12,-3.05769194384382
"5604","Utp6",0.12,-3.05769194384382
"5605","Galc",0.12,-3.05769194384382
"5606","Mrpl13",0.12,-3.05769194384382
"5607","Josd1",0.12,-3.05769194384382
"5608","Prdm9",0.12,-3.05769194384382
"5609","Tgif1",0.12,-3.05769194384382
"5610","Prim2",0.119,-3.06975468168534
"5611","Hps3",0.119,-3.06975468168534
"5612","Mfsd1",0.119,-3.06975468168534
"5613","Shc1",0.119,-3.06975468168534
"5614","Jtb",0.119,-3.06975468168534
"5615","Ensa",0.119,-3.06975468168534
"5616","Syde2",0.119,-3.06975468168534
"5617","Spata1",0.119,-3.06975468168534
"5618","Ccnc",0.119,-3.06975468168534
"5619","Lin54",0.119,-3.06975468168534
"5620","Brpf1",0.119,-3.06975468168534
"5621","Ints13",0.119,-3.06975468168534
"5622","Dedd2",0.119,-3.06975468168534
"5623","Nucb1",0.119,-3.06975468168534
"5624","Snrpa1",0.119,-3.06975468168534
"5625","Epm2a",0.119,-3.06975468168534
"5626","Gm46218",0.119,-3.06975468168534
"5627","Camsap3",0.119,-3.06975468168534
"5628","Cope",0.119,-3.06975468168534
"5629","Pgpep1",0.119,-3.06975468168534
"5630","Nup93",0.119,-3.06975468168534
"5631","Tsnax",0.119,-3.06975468168534
"5632","Tmem123",0.119,-3.06975468168534
"5633","Sdhd",0.119,-3.06975468168534
"5634","Kremen1",0.119,-3.06975468168534
"5635","Ccdc117",0.119,-3.06975468168534
"5636","Dhrs7b",0.119,-3.06975468168534
"5637","Traf4",0.119,-3.06975468168534
"5638","Pgs1",0.119,-3.06975468168534
"5639","B3gntl1",0.119,-3.06975468168534
"5640","Gga1",0.119,-3.06975468168534
"5641","Narfl",0.119,-3.06975468168534
"5642","Prr3",0.119,-3.06975468168534
"5643","Pprc1",0.119,-3.06975468168534
"5644","Prdx3",0.119,-3.06975468168534
"5645","Acot8",0.118,-3.08191913015229
"5646","Rbmx",0.118,-3.08191913015229
"5647","Las1l",0.118,-3.08191913015229
"5648","Trnau1ap",0.118,-3.08191913015229
"5649","Plod1",0.118,-3.08191913015229
"5650","Exosc10",0.118,-3.08191913015229
"5651","Nupl2",0.118,-3.08191913015229
"5652","Ctbp1",0.118,-3.08191913015229
"5653","Rpl5",0.118,-3.08191913015229
"5654","Nod1",0.118,-3.08191913015229
"5655","Bid",0.118,-3.08191913015229
"5656","Ppp1r12c",0.118,-3.08191913015229
"5657","Gramd1a",0.118,-3.08191913015229
"5658","Trim30d",0.118,-3.08191913015229
"5659","Smarcb1",0.118,-3.08191913015229
"5660","Naxd",0.118,-3.08191913015229
"5661","Dhrs1",0.118,-3.08191913015229
"5662","Phf11c",0.118,-3.08191913015229
"5663","Sorbs3",0.118,-3.08191913015229
"5664","Rap2a",0.118,-3.08191913015229
"5665","Siae",0.118,-3.08191913015229
"5666","Hinfp",0.118,-3.08191913015229
"5667","Ubl7",0.118,-3.08191913015229
"5668","Onecut1",0.118,-3.08191913015229
"5669","Amotl2",0.118,-3.08191913015229
"5670","Gpd1l",0.118,-3.08191913015229
"5671","Wdr48",0.118,-3.08191913015229
"5672","Zmiz2",0.118,-3.08191913015229
"5673","Nt5m",0.118,-3.08191913015229
"5674","Rpl23",0.118,-3.08191913015229
"5675","Ssbp2",0.118,-3.08191913015229
"5676","Arl4a",0.118,-3.08191913015229
"5677","Fcf1",0.118,-3.08191913015229
"5678","Coro7",0.118,-3.08191913015229
"5679","Thpo",0.118,-3.08191913015229
"5680","H2-Q7",0.118,-3.08191913015229
"5681","Phax",0.118,-3.08191913015229
"5682","Tut1",0.118,-3.08191913015229
"5683","Diexf",0.117,-3.09418701904823
"5684","Set",0.117,-3.09418701904823
"5685","Dnttip1",0.117,-3.09418701904823
"5686","Rbbp7",0.117,-3.09418701904823
"5687","Zfp639",0.117,-3.09418701904823
"5688","Ilf2",0.117,-3.09418701904823
"5689","Otud6b",0.117,-3.09418701904823
"5690","Anapc4",0.117,-3.09418701904823
"5691","Zkscan5",0.117,-3.09418701904823
"5692","Slc6a12",0.117,-3.09418701904823
"5693","Gsk3a",0.117,-3.09418701904823
"5694","Saa1",0.117,-3.09418701904823
"5695","Cars",0.117,-3.09418701904823
"5696","Aprt",0.117,-3.09418701904823
"5697","Nufip1",0.117,-3.09418701904823
"5698","Tyk2",0.117,-3.09418701904823
"5699","Gm29724",0.117,-3.09418701904823
"5700","Poldip2",0.117,-3.09418701904823
"5701","Wipi1",0.117,-3.09418701904823
"5702","Cltb",0.117,-3.09418701904823
"5703","Ap4s1",0.117,-3.09418701904823
"5704","Prkaa1",0.117,-3.09418701904823
"5705","AC161607.1",0.117,-3.09418701904823
"5706","Lemd2",0.117,-3.09418701904823
"5707","Rps18",0.117,-3.09418701904823
"5708","B230217O12Rik",0.117,-3.09418701904823
"5709","Tcea1",0.116,-3.10656012268388
"5710","Ccnyl1",0.116,-3.10656012268388
"5711","Hacd1",0.116,-3.10656012268388
"5712","Eif3m",0.116,-3.10656012268388
"5713","Fitm2",0.116,-3.10656012268388
"5714","Rpgr",0.116,-3.10656012268388
"5715","Mrps21",0.116,-3.10656012268388
"5716","Mup7",0.116,-3.10656012268388
"5717","Orm1",0.116,-3.10656012268388
"5718","Snrnp40",0.116,-3.10656012268388
"5719","1700109H08Rik",0.116,-3.10656012268388
"5720","Gatad1",0.116,-3.10656012268388
"5721","Gm40264",0.116,-3.10656012268388
"5722","Coq2",0.116,-3.10656012268388
"5723","Abraxas1",0.116,-3.10656012268388
"5724","Ankrd26",0.116,-3.10656012268388
"5725","Usp5",0.116,-3.10656012268388
"5726","Taldo1",0.116,-3.10656012268388
"5727","Iyd",0.116,-3.10656012268388
"5728","Cgrrf1",0.116,-3.10656012268388
"5729","Ccdc15",0.116,-3.10656012268388
"5730","Gm32511",0.116,-3.10656012268388
"5731","Eml6",0.116,-3.10656012268388
"5732","Ift20",0.116,-3.10656012268388
"5733","Cdk5rap3",0.116,-3.10656012268388
"5734","Fam104a",0.116,-3.10656012268388
"5735","Wbp2",0.116,-3.10656012268388
"5736","Pcnx4",0.116,-3.10656012268388
"5737","Vti1b",0.116,-3.10656012268388
"5738","Ccnk",0.116,-3.10656012268388
"5739","AW549877",0.116,-3.10656012268388
"5740","Gm26518",0.116,-3.10656012268388
"5741","AC129328.1",0.116,-3.10656012268388
"5742","Steap3",0.115,-3.11904026141722
"5743","Nsun6",0.115,-3.11904026141722
"5744","Ciart",0.115,-3.11904026141722
"5745","Chd1l",0.115,-3.11904026141722
"5746","Ccdc107",0.115,-3.11904026141722
"5747","Anp32b",0.115,-3.11904026141722
"5748","Stx2",0.115,-3.11904026141722
"5749","Gm44899",0.115,-3.11904026141722
"5750","Sh2b1",0.115,-3.11904026141722
"5751","Tollip",0.115,-3.11904026141722
"5752","Nadsyn1",0.115,-3.11904026141722
"5753","B430010I23Rik",0.115,-3.11904026141722
"5754","Fem1b",0.115,-3.11904026141722
"5755","Rps27rt",0.115,-3.11904026141722
"5756","Cep68",0.115,-3.11904026141722
"5757","Slc35b1",0.115,-3.11904026141722
"5758","Polr3g",0.115,-3.11904026141722
"5759","Iah1",0.115,-3.11904026141722
"5760","Calcoco1",0.115,-3.11904026141722
"5761","Lmln",0.115,-3.11904026141722
"5762","4930453N24Rik",0.115,-3.11904026141722
"5763","Ift140",0.115,-3.11904026141722
"5764","Srp19",0.115,-3.11904026141722
"5765","Nolc1",0.115,-3.11904026141722
"5766","Cnnm3",0.114,-3.13162930326077
"5767","Klf7",0.114,-3.13162930326077
"5768","Ctdsp1",0.114,-3.13162930326077
"5769","Ciz1",0.114,-3.13162930326077
"5770","Tmem230",0.114,-3.13162930326077
"5771","Ammecr1",0.114,-3.13162930326077
"5772","Spg20",0.114,-3.13162930326077
"5773","Polr3c",0.114,-3.13162930326077
"5774","Tmem64",0.114,-3.13162930326077
"5775","Ttc4",0.114,-3.13162930326077
"5776","Rps6ka1",0.114,-3.13162930326077
"5777","Pqlc2",0.114,-3.13162930326077
"5778","Plekhg5",0.114,-3.13162930326077
"5779","Exoc1",0.114,-3.13162930326077
"5780","Orai1",0.114,-3.13162930326077
"5781","Krba1",0.114,-3.13162930326077
"5782","Dctn1",0.114,-3.13162930326077
"5783","Tpra1",0.114,-3.13162930326077
"5784","Zfp180",0.114,-3.13162930326077
"5785","Timm13",0.114,-3.13162930326077
"5786","Lonrf1",0.114,-3.13162930326077
"5787","Crtc1",0.114,-3.13162930326077
"5788","Junb",0.114,-3.13162930326077
"5789","Mmp15",0.114,-3.13162930326077
"5790","Nedd8",0.114,-3.13162930326077
"5791","Hexdc",0.114,-3.13162930326077
"5792","Zfp367",0.114,-3.13162930326077
"5793","Zfp825",0.114,-3.13162930326077
"5794","2410089E03Rik",0.114,-3.13162930326077
"5795","Pop1",0.114,-3.13162930326077
"5796","Arsa",0.114,-3.13162930326077
"5797","Letmd1",0.114,-3.13162930326077
