"","Genes","detection_rate","log2_dec_rate"
"2777","Dnaja2",0.286,-1.80540859722627
"2778","Gata4",0.286,-1.80540859722627
"2779","Tbca",0.286,-1.80540859722627
"2780","2700049A03Rik",0.286,-1.80540859722627
"2781","Litaf",0.286,-1.80540859722627
"2782","Osbpl11",0.286,-1.80540859722627
"2783","Ppig",0.285,-1.8104600556115
"2784","Ldlrad3",0.285,-1.8104600556115
"2785","Rnf11",0.285,-1.8104600556115
"2786","Sbno2",0.285,-1.8104600556115
"2787","Rab21",0.285,-1.8104600556115
"2788","Eps15l1",0.285,-1.8104600556115
"2789","Sidt2",0.285,-1.8104600556115
"2790","Fxr2",0.285,-1.8104600556115
"2791","Synrg",0.285,-1.8104600556115
"2792","Cdk7",0.285,-1.8104600556115
"2793","Ipo11",0.285,-1.8104600556115
"2794","Tob2",0.285,-1.8104600556115
"2795","Crim1",0.285,-1.8104600556115
"2796","Echdc3",0.284,-1.81552926335991
"2797","Nr1h3",0.284,-1.81552926335991
"2798","Aifm1",0.284,-1.81552926335991
"2799","Rnpc3",0.284,-1.81552926335991
"2800","Zfp444",0.284,-1.81552926335991
"2801","Zfp710",0.284,-1.81552926335991
"2802","St5",0.284,-1.81552926335991
"2803","Mob2",0.284,-1.81552926335991
"2804","Lrig3",0.284,-1.81552926335991
"2805","Ciapin1",0.284,-1.81552926335991
"2806","Ube2e1",0.284,-1.81552926335991
"2807","Samd4",0.284,-1.81552926335991
"2808","Anp32a",0.284,-1.81552926335991
"2809","Ripor2",0.284,-1.81552926335991
"2810","Prkdc",0.284,-1.81552926335991
"2811","Brd2",0.284,-1.81552926335991
"2812","Gm47283",0.284,-1.81552926335991
"2813","Smad2",0.284,-1.81552926335991
"2814","Rnf149",0.283,-1.8206163456437
"2815","Araf",0.283,-1.8206163456437
"2816","Atp5f1",0.283,-1.8206163456437
"2817","Pafah2",0.283,-1.8206163456437
"2818","Cda",0.283,-1.8206163456437
"2819","Chfr",0.283,-1.8206163456437
"2820","Pdilt",0.283,-1.8206163456437
"2821","Atp5b",0.283,-1.8206163456437
"2822","Bnip2",0.283,-1.8206163456437
"2823","Maml1",0.283,-1.8206163456437
"2824","Nup153",0.283,-1.8206163456437
"2825","Spin1",0.283,-1.8206163456437
"2826","Lman2",0.283,-1.8206163456437
"2827","Slc30a5",0.283,-1.8206163456437
"2828","Nek9",0.283,-1.8206163456437
"2829","Mapk8ip3",0.283,-1.8206163456437
"2830","Fbxw4",0.283,-1.8206163456437
"2831","Tsc1",0.282,-1.82572142896388
"2832","Trit1",0.282,-1.82572142896388
"2833","Stk40",0.282,-1.82572142896388
"2834","Ipo7",0.282,-1.82572142896388
"2835","Bag4",0.282,-1.82572142896388
"2836","Scarf1",0.282,-1.82572142896388
"2837","Senp2",0.282,-1.82572142896388
"2838","Mrpl18",0.282,-1.82572142896388
"2839","Fam234a",0.282,-1.82572142896388
"2840","Ypel5",0.282,-1.82572142896388
"2841","Strn",0.282,-1.82572142896388
"2842","Zfp608",0.282,-1.82572142896388
"2843","Pdgfc",0.281,-1.83084464116911
"2844","Rbm28",0.281,-1.83084464116911
"2845","Timm23",0.281,-1.83084464116911
"2846","Supt16",0.281,-1.83084464116911
"2847","Ick",0.281,-1.83084464116911
"2848","Chrm3",0.281,-1.83084464116911
"2849","Serpina10",0.281,-1.83084464116911
"2850","Rnf115",0.28,-1.83598611147494
"2851","Suclg1",0.28,-1.83598611147494
"2852","Washc2",0.28,-1.83598611147494
"2853","Nipa2",0.28,-1.83598611147494
"2854","Xpo4",0.28,-1.83598611147494
"2855","Map2k6",0.28,-1.83598611147494
"2856","Zfp707",0.28,-1.83598611147494
"2857","Ergic1",0.28,-1.83598611147494
"2858","Zdhhc9",0.279,-1.84114597048338
"2859","Virma",0.279,-1.84114597048338
"2860","Zfp398",0.279,-1.84114597048338
"2861","Plekha8",0.279,-1.84114597048338
"2862","Stk11",0.279,-1.84114597048338
"2863","Fkbp8",0.279,-1.84114597048338
"2864","Dcps",0.279,-1.84114597048338
"2865","H3f3b",0.279,-1.84114597048338
"2866","Nrn1",0.279,-1.84114597048338
"2867","Atg10",0.279,-1.84114597048338
"2868","Khdrbs3",0.279,-1.84114597048338
"2869","Ttll4",0.278,-1.84632435020276
"2870","Mff",0.278,-1.84632435020276
"2871","Kiz",0.278,-1.84632435020276
"2872","Smc1a",0.278,-1.84632435020276
"2873","Klf15",0.278,-1.84632435020276
"2874","Cox10",0.278,-1.84632435020276
"2875","Camta2",0.278,-1.84632435020276
"2876","Kif1c",0.278,-1.84632435020276
"2877","Hbp1",0.278,-1.84632435020276
"2878","Gtf2a1",0.278,-1.84632435020276
"2879","Ss18",0.278,-1.84632435020276
"2880","Glul",0.277,-1.85152138406803
"2881","Rcor3",0.277,-1.85152138406803
"2882","Nmt2",0.277,-1.85152138406803
"2883","Ube2e3",0.277,-1.85152138406803
"2884","Jade1",0.277,-1.85152138406803
"2885","Sclt1",0.277,-1.85152138406803
"2886","Gnai3",0.277,-1.85152138406803
"2887","Uqcrc2",0.277,-1.85152138406803
"2888","Edrf1",0.277,-1.85152138406803
"2889","Vezt",0.277,-1.85152138406803
"2890","Tecr",0.277,-1.85152138406803
"2891","Sin3a",0.277,-1.85152138406803
"2892","Eif3h",0.277,-1.85152138406803
"2893","Esco1",0.277,-1.85152138406803
"2894","Matr3",0.277,-1.85152138406803
"2895","Slf2",0.277,-1.85152138406803
"2896","Aldh9a1",0.276,-1.85673720696138
"2897","Ncoa5",0.276,-1.85673720696138
"2898","Kdm1a",0.276,-1.85673720696138
"2899","Pdia4",0.276,-1.85673720696138
"2900","Ppp1r37",0.276,-1.85673720696138
"2901","Trim7",0.276,-1.85673720696138
"2902","Wipf2",0.276,-1.85673720696138
"2903","Tmem241",0.276,-1.85673720696138
"2904","Lrp5",0.276,-1.85673720696138
"2905","Tram1",0.275,-1.86197195523324
"2906","Plcg1",0.275,-1.86197195523324
"2907","Pag1",0.275,-1.86197195523324
"2908","Fbxo42",0.275,-1.86197195523324
"2909","Ncor2",0.275,-1.86197195523324
"2910","Kdm3a",0.275,-1.86197195523324
"2911","Nap1l4",0.275,-1.86197195523324
"2912","Mbl1",0.275,-1.86197195523324
"2913","Gnpnat1",0.275,-1.86197195523324
"2914","Eif4a1",0.275,-1.86197195523324
"2915","Auh",0.275,-1.86197195523324
"2916","Hif1a",0.275,-1.86197195523324
"2917","Pim1",0.275,-1.86197195523324
"2918","Mtmr1",0.274,-1.86722576672367
"2919","E130102H24Rik",0.274,-1.86722576672367
"2920","Ahdc1",0.274,-1.86722576672367
"2921","Prr14l",0.274,-1.86722576672367
"2922","Ulk1",0.274,-1.86722576672367
"2923","Ppme1",0.274,-1.86722576672367
"2924","Tbk1",0.274,-1.86722576672367
"2925","Ces1b",0.274,-1.86722576672367
"2926","Sco2",0.274,-1.86722576672367
"2927","Crkl",0.274,-1.86722576672367
"2928","Usp16",0.274,-1.86722576672367
"2929","Uap1",0.273,-1.87249878078416
"2930","Slc20a1",0.273,-1.87249878078416
"2931","Sec23b",0.273,-1.87249878078416
"2932","Nsmaf",0.273,-1.87249878078416
"2933","Mtmr10",0.273,-1.87249878078416
"2934","Sf3b3",0.273,-1.87249878078416
"2935","Gda",0.273,-1.87249878078416
"2936","Hsd3b5",0.272,-1.87779113829977
"2937","Atp1a1",0.272,-1.87779113829977
"2938","P2rx4",0.272,-1.87779113829977
"2939","Specc1l",0.272,-1.87779113829977
"2940","Map3k1",0.272,-1.87779113829977
"2941","Retreg1",0.272,-1.87779113829977
"2942","Srsf7",0.272,-1.87779113829977
"2943","Ilkap",0.271,-1.88310298171174
"2944","Gpr107",0.271,-1.88310298171174
"2945","Tmem248",0.271,-1.88310298171174
"2946","Zfp976",0.271,-1.88310298171174
"2947","Snx25",0.271,-1.88310298171174
"2948","Lcat",0.271,-1.88310298171174
"2949","Cdv3",0.271,-1.88310298171174
"2950","Erap1",0.271,-1.88310298171174
"2951","Adamts6",0.271,-1.88310298171174
"2952","Dsc2",0.271,-1.88310298171174
"2953","Pdzd8",0.271,-1.88310298171174
"2954","Syn3",0.27,-1.88843445504048
"2955","Coq9",0.27,-1.88843445504048
"2956","Wfdc21",0.27,-1.88843445504048
"2957","Smarcd2",0.27,-1.88843445504048
"2958","Ufd1",0.27,-1.88843445504048
"2959","Ppard",0.27,-1.88843445504048
"2960","Cul2",0.27,-1.88843445504048
"2961","Acbd3",0.269,-1.89378570390903
"2962","Setx",0.269,-1.89378570390903
"2963","Lrp4",0.269,-1.89378570390903
"2964","Ckap5",0.269,-1.89378570390903
"2965","Dnaja1",0.269,-1.89378570390903
"2966","Srsf10",0.269,-1.89378570390903
"2967","Nfxl1",0.269,-1.89378570390903
"2968","Slc25a26",0.269,-1.89378570390903
"2969","Ctcf",0.269,-1.89378570390903
"2970","Ndfip2",0.269,-1.89378570390903
"2971","Ip6k2",0.269,-1.89378570390903
"2972","Cnot10",0.269,-1.89378570390903
"2973","Tbc1d16",0.269,-1.89378570390903
"2974","BC025446",0.269,-1.89378570390903
"2975","Xrcc5",0.268,-1.89915687556689
"2976","Farsb",0.268,-1.89915687556689
"2977","Wdfy1",0.268,-1.89915687556689
"2978","Rps6kc1",0.268,-1.89915687556689
"2979","Otud5",0.268,-1.89915687556689
"2980","Gdap2",0.268,-1.89915687556689
"2981","Tmem106b",0.268,-1.89915687556689
"2982","C1rl",0.268,-1.89915687556689
"2983","Lims1",0.268,-1.89915687556689
"2984","Rb1",0.268,-1.89915687556689
"2985","Tbc1d2b",0.268,-1.89915687556689
"2986","Zfp318",0.268,-1.89915687556689
"2987","Terf1",0.267,-1.90454811891434
"2988","Fbxw2",0.267,-1.90454811891434
"2989","Impa1",0.267,-1.90454811891434
"2990","Prkcz",0.267,-1.90454811891434
"2991","Hnrnpul1",0.267,-1.90454811891434
"2992","Trim41",0.267,-1.90454811891434
"2993","Galnt1",0.267,-1.90454811891434
"2994","Erlin1",0.267,-1.90454811891434
"2995","Acsl3",0.266,-1.90995958452723
"2996","Hsd11b1",0.266,-1.90995958452723
"2997","Pank2",0.266,-1.90995958452723
"2998","Efna1",0.266,-1.90995958452723
"2999","Slc30a7",0.266,-1.90995958452723
"3000","Eif4e",0.266,-1.90995958452723
"3001","Ugcg",0.266,-1.90995958452723
"3002","Cyp4a12a",0.266,-1.90995958452723
"3003","Pptc7",0.266,-1.90995958452723
"3004","Echs1",0.266,-1.90995958452723
"3005","Micu3",0.266,-1.90995958452723
"3006","Dennd6a",0.266,-1.90995958452723
"3007","Sptbn1",0.266,-1.90995958452723
"3008","Pmm2",0.266,-1.90995958452723
"3009","Asxl3",0.266,-1.90995958452723
"3010","Hsdl2",0.265,-1.91539142468219
"3011","Arhgef19",0.265,-1.91539142468219
"3012","Rras2",0.265,-1.91539142468219
"3013","Rexo1",0.265,-1.91539142468219
"3014","Gm30262",0.265,-1.91539142468219
"3015","Gm32063",0.265,-1.91539142468219
"3016","Pstpip2",0.265,-1.91539142468219
"3017","Zfp451",0.264,-1.92084379338236
"3018","Scai",0.264,-1.92084379338236
"3019","Brwd3",0.264,-1.92084379338236
"3020","Iqsec2",0.264,-1.92084379338236
"3021","C8b",0.264,-1.92084379338236
"3022","Furin",0.264,-1.92084379338236
"3023","Lrrc20",0.264,-1.92084379338236
"3024","Rbl2",0.264,-1.92084379338236
"3025","Gm10658",0.264,-1.92084379338236
"3026","Casc3",0.264,-1.92084379338236
"3027","Mal2",0.264,-1.92084379338236
"3028","Dirc2",0.264,-1.92084379338236
"3029","Tfg",0.264,-1.92084379338236
"3030","Slc30a10",0.263,-1.92631684638356
"3031","Arl5b",0.263,-1.92631684638356
"3032","Taz",0.263,-1.92631684638356
"3033","Zfp384",0.263,-1.92631684638356
"3034","Fgfr1op2",0.263,-1.92631684638356
"3035","Phlda1",0.263,-1.92631684638356
"3036","Mbd6",0.263,-1.92631684638356
"3037","Cul5",0.263,-1.92631684638356
"3038","Gtpbp4",0.263,-1.92631684638356
"3039","Dopey2",0.263,-1.92631684638356
"3040","Prpf18",0.262,-1.93181074122103
"3041","Mllt3",0.262,-1.93181074122103
"3042","Fbxw8",0.262,-1.93181074122103
"3043","Ankrd27",0.262,-1.93181074122103
"3044","Olfml1",0.262,-1.93181074122103
"3045","Taok2",0.262,-1.93181074122103
"3046","Dync2h1",0.262,-1.93181074122103
"3047","Grb7",0.262,-1.93181074122103
"3048","Habp4",0.262,-1.93181074122103
"3049","Alkbh1",0.262,-1.93181074122103
"3050","Rin3",0.262,-1.93181074122103
"3051","Tedc2",0.262,-1.93181074122103
"3052","Kdm5d",0.262,-1.93181074122103
"3053","Fra10ac1",0.262,-1.93181074122103
"3054","Sdhc",0.261,-1.93732563723661
"3055","Cep170",0.261,-1.93732563723661
"3056","Adss",0.261,-1.93732563723661
"3057","Ints7",0.261,-1.93732563723661
"3058","Bend7",0.261,-1.93732563723661
"3059","Gmps",0.261,-1.93732563723661
"3060","Plk3",0.261,-1.93732563723661
"3061","Ldha",0.261,-1.93732563723661
"3062","Cnot6",0.261,-1.93732563723661
"3063","Kat7",0.261,-1.93732563723661
"3064","Dpf3",0.261,-1.93732563723661
"3065","Zfp740",0.261,-1.93732563723661
"3066","BC052040",0.26,-1.94286169560646
"3067","Ints8",0.26,-1.94286169560646
"3068","Orc5",0.26,-1.94286169560646
"3069","Htt",0.26,-1.94286169560646
"3070","Tmed5",0.26,-1.94286169560646
"3071","Tbx3",0.26,-1.94286169560646
"3072","Stk38l",0.26,-1.94286169560646
"3073","Cyld",0.26,-1.94286169560646
"3074","Cdadc1",0.26,-1.94286169560646
"3075","Ankfy1",0.26,-1.94286169560646
"3076","Tbc1d23",0.26,-1.94286169560646
"3077","U2af1",0.26,-1.94286169560646
"3078","Mbl2",0.26,-1.94286169560646
"3079","Pi4k2a",0.26,-1.94286169560646
"3080","Fam102a",0.259,-1.94841907936935
"3081","Pir",0.259,-1.94841907936935
"3082","Selenbp1",0.259,-1.94841907936935
"3083","Snx7",0.259,-1.94841907936935
"3084","Asap3",0.259,-1.94841907936935
"3085","Sds",0.259,-1.94841907936935
"3086","Slc46a3",0.259,-1.94841907936935
"3087","Phrf1",0.259,-1.94841907936935
"3088","Rmnd1",0.259,-1.94841907936935
"3089","Rab11fip3",0.259,-1.94841907936935
"3090","Osbp",0.259,-1.94841907936935
"3091","Pex19",0.258,-1.95399795345548
"3092","Tmem87b",0.258,-1.95399795345548
"3093","Tgs1",0.258,-1.95399795345548
"3094","Mrpl1",0.258,-1.95399795345548
"3095","Pxn",0.258,-1.95399795345548
"3096","Usf2",0.258,-1.95399795345548
"3097","Ppil4",0.258,-1.95399795345548
"3098","Zdhhc17",0.258,-1.95399795345548
"3099","Limd1",0.258,-1.95399795345548
"3100","Snap47",0.258,-1.95399795345548
"3101","Brip1os",0.258,-1.95399795345548
"3102","Ctsl",0.258,-1.95399795345548
"3103","Zc3h14",0.258,-1.95399795345548
"3104","Plec",0.258,-1.95399795345548
"3105","Sfxn2",0.258,-1.95399795345548
"3106","Per2",0.257,-1.95959848471579
"3107","Vps4b",0.257,-1.95959848471579
"3108","Orc4",0.257,-1.95959848471579
"3109","Nmd3",0.257,-1.95959848471579
"3110","Rab3ip",0.257,-1.95959848471579
"3111","Med26",0.257,-1.95959848471579
"3112","Csnk2a2",0.257,-1.95959848471579
"3113","Slc25a30",0.257,-1.95959848471579
"3114","Alkbh8",0.257,-1.95959848471579
"3115","Usp37",0.256,-1.96522084195198
"3116","Enpep",0.256,-1.96522084195198
"3117","Stx17",0.256,-1.96522084195198
"3118","Gtf2h1",0.256,-1.96522084195198
"3119","Wrn",0.256,-1.96522084195198
"3120","Wwp2",0.256,-1.96522084195198
"3121","Slc37a4",0.256,-1.96522084195198
"3122","Trim11",0.256,-1.96522084195198
"3123","Ttyh2",0.256,-1.96522084195198
"3124","E2f3",0.256,-1.96522084195198
"3125","Hmgcr",0.256,-1.96522084195198
"3126","Eml5",0.256,-1.96522084195198
"3127","Cyp4f14",0.256,-1.96522084195198
"3128","Nudt12",0.256,-1.96522084195198
"3129","Casp8",0.255,-1.97086519594698
"3130","Agfg1",0.255,-1.97086519594698
"3131","Actr3",0.255,-1.97086519594698
"3132","Zc3h15",0.255,-1.97086519594698
"3133","Git2",0.255,-1.97086519594698
"3134","Setd1b",0.255,-1.97086519594698
"3135","Zcchc8",0.255,-1.97086519594698
"3136","Rnf146",0.255,-1.97086519594698
"3137","Dnajc12",0.255,-1.97086519594698
"3138","Map2k2",0.255,-1.97086519594698
"3139","Aadat",0.255,-1.97086519594698
"3140","Mau2",0.255,-1.97086519594698
"3141","Fbxo22",0.255,-1.97086519594698
"3142","2700097O09Rik",0.255,-1.97086519594698
"3143","Pphln1",0.255,-1.97086519594698
"3144","Hlcs",0.255,-1.97086519594698
"3145","Ildr2",0.254,-1.97653171949609
"3146","Agps",0.254,-1.97653171949609
"3147","Btbd1",0.254,-1.97653171949609
"3148","Myo9b",0.254,-1.97653171949609
"3149","Shpk",0.254,-1.97653171949609
"3150","Rad17",0.254,-1.97653171949609
"3151","Elmsan1",0.254,-1.97653171949609
"3152","Sf3b2",0.254,-1.97653171949609
"3153","Coq10b",0.253,-1.98222058743877
"3154","Rsu1",0.253,-1.98222058743877
"3155","Dnajc24",0.253,-1.98222058743877
"3156","Snap23",0.253,-1.98222058743877
"3157","Mavs",0.253,-1.98222058743877
"3158","Ak4",0.253,-1.98222058743877
"3159","Sdhaf3",0.253,-1.98222058743877
"3160","Mosmo",0.253,-1.98222058743877
"3161","Blmh",0.253,-1.98222058743877
"3162","Zfyve26",0.253,-1.98222058743877
"3163","Tecpr2",0.253,-1.98222058743877
"3164","Zadh2",0.253,-1.98222058743877
"3165","Zdhhc6",0.253,-1.98222058743877
"3166","Smap2",0.252,-1.98793197669091
"3167","Hgfac",0.252,-1.98793197669091
"3168","Pex5",0.252,-1.98793197669091
"3169","Scyl2",0.252,-1.98793197669091
"3170","Tom1",0.252,-1.98793197669091
"3171","Heatr3",0.252,-1.98793197669091
"3172","Serinc5",0.252,-1.98793197669091
"3173","Fam210a",0.252,-1.98793197669091
"3174","Arpc2",0.251,-1.99366606627795
"3175","Nsd2",0.251,-1.99366606627795
"3176","Shq1",0.251,-1.99366606627795
"3177","Mcmbp",0.251,-1.99366606627795
"3178","Cnksr3",0.251,-1.99366606627795
"3179","Cisd1",0.251,-1.99366606627795
"3180","Mast3",0.251,-1.99366606627795
"3181","Ncoa4",0.251,-1.99366606627795
"3182","Gm36251",0.251,-1.99366606627795
"3183","Klhl3",0.251,-1.99366606627795
"3184","Klc1",0.251,-1.99366606627795
"3185","Dclre1c",0.25,-1.99942303736848
"3186","Pbx3",0.25,-1.99942303736848
"3187","Dync1i2",0.25,-1.99942303736848
"3188","Phka1",0.25,-1.99942303736848
"3189","Mfsd2a",0.25,-1.99942303736848
"3190","Atp6v1e1",0.25,-1.99942303736848
"3191","Zfp507",0.25,-1.99942303736848
"3192","Pde4c",0.25,-1.99942303736848
"3193","Psmc6",0.25,-1.99942303736848
"3194","Pcsk7",0.25,-1.99942303736848
"3195","Arpp19",0.25,-1.99942303736848
"3196","Azi2",0.25,-1.99942303736848
"3197","Tbcd",0.25,-1.99942303736848
"3198","Snrnp48",0.25,-1.99942303736848
"3199","Adcy6",0.25,-1.99942303736848
"3200","Pcnp",0.25,-1.99942303736848
"3201","Cxxc5",0.25,-1.99942303736848
"3202","March3",0.25,-1.99942303736848
"3203","Ube2f",0.249,-2.00520307330861
"3204","Grhpr",0.249,-2.00520307330861
"3205","Tdrd7",0.249,-2.00520307330861
"3206","Mpdz",0.249,-2.00520307330861
"3207","Cyp4a32",0.249,-2.00520307330861
"3208","Szrd1",0.249,-2.00520307330861
"3209","Mfn2",0.249,-2.00520307330861
"3210","Lap3",0.249,-2.00520307330861
"3211","Ipmk",0.249,-2.00520307330861
"3212","Mbtps1",0.249,-2.00520307330861
"3213","Atp5l",0.249,-2.00520307330861
"3214","Dixdc1",0.249,-2.00520307330861
"3215","Slc17a5",0.249,-2.00520307330861
"3216","Slco2a1",0.249,-2.00520307330861
"3217","Ascc2",0.249,-2.00520307330861
"3218","Eif1",0.249,-2.00520307330861
"3219","Retreg3",0.249,-2.00520307330861
"3220","Sirt7",0.249,-2.00520307330861
"3221","H2afy",0.249,-2.00520307330861
"3222","Eny2",0.249,-2.00520307330861
"3223","Hnrnpul2",0.249,-2.00520307330861
"3224","Cdc26",0.248,-2.01100635965702
"3225","G3bp2",0.248,-2.01100635965702
"3226","Crebl2",0.248,-2.01100635965702
"3227","9030624J02Rik",0.248,-2.01100635965702
"3228","Cand1",0.248,-2.01100635965702
"3229","Styx",0.248,-2.01100635965702
"3230","Dhrs4",0.248,-2.01100635965702
"3231","Prdm10",0.248,-2.01100635965702
"3232","Mgat1",0.248,-2.01100635965702
"3233","Pdia6",0.248,-2.01100635965702
"3234","Pabpc1",0.248,-2.01100635965702
"3235","Cdc123",0.247,-2.01683308422067
"3236","Spred1",0.247,-2.01683308422067
"3237","Tpcn1",0.247,-2.01683308422067
"3238","Tsku",0.247,-2.01683308422067
"3239","Arl6ip1",0.247,-2.01683308422067
"3240","Snx3",0.247,-2.01683308422067
"3241","Msmo1",0.247,-2.01683308422067
"3242","Bbs9",0.247,-2.01683308422067
"3243","Armc8",0.247,-2.01683308422067
"3244","1110008L16Rik",0.247,-2.01683308422067
"3245","Togaram1",0.247,-2.01683308422067
"3246","Mettl15",0.246,-2.02268343709129
"3247","Zfp182",0.246,-2.02268343709129
"3248","Sh3glb1",0.246,-2.02268343709129
"3249","Dnase2b",0.246,-2.02268343709129
"3250","Rint1",0.246,-2.02268343709129
"3251","Tbc1d32",0.246,-2.02268343709129
"3252","Atp6v1b2",0.246,-2.02268343709129
"3253","Cbfb",0.246,-2.02268343709129
"3254","Pdhb",0.246,-2.02268343709129
"3255","Gm16867",0.246,-2.02268343709129
"3256","Stt3a",0.246,-2.02268343709129
"3257","Asb13",0.246,-2.02268343709129
"3258","Itga1",0.246,-2.02268343709129
"3259","Smc6",0.246,-2.02268343709129
"3260","Naa50",0.246,-2.02268343709129
"3261","Fbxo38",0.246,-2.02268343709129
"3262","Creg1",0.245,-2.02855761068261
"3263","Trp53bp2",0.245,-2.02855761068261
"3264","Snta1",0.245,-2.02855761068261
"3265","Rtf2",0.245,-2.02855761068261
"3266","Camta1",0.245,-2.02855761068261
"3267","U2af2",0.245,-2.02855761068261
"3268","Gpi1",0.245,-2.02855761068261
"3269","Eed",0.245,-2.02855761068261
"3270","Cdc40",0.245,-2.02855761068261
"3271","Rgl3",0.245,-2.02855761068261
"3272","Nln",0.245,-2.02855761068261
"3273","Tbc1d22a",0.245,-2.02855761068261
"3274","Ttc27",0.245,-2.02855761068261
"3275","Epg5",0.245,-2.02855761068261
"3276","Atg2a",0.245,-2.02855761068261
"3277","Ftx",0.244,-2.0344557997683
"3278","Zfp704",0.244,-2.0344557997683
"3279","Unc13b",0.244,-2.0344557997683
"3280","Mecr",0.244,-2.0344557997683
"3281","Fam114a1",0.244,-2.0344557997683
"3282","Cpeb1",0.244,-2.0344557997683
"3283","Arhgap18",0.244,-2.0344557997683
"3284","Shmt2",0.244,-2.0344557997683
"3285","Pskh1",0.244,-2.0344557997683
"3286","Snx6",0.244,-2.0344557997683
"3287","Yaf2",0.244,-2.0344557997683
"3288","Thoc1",0.244,-2.0344557997683
"3289","Stam",0.243,-2.04037820152072
"3290","Zbtb43",0.243,-2.04037820152072
"3291","Hspa8",0.243,-2.04037820152072
"3292","Secisbp2",0.243,-2.04037820152072
"3293","Ywhaq",0.243,-2.04037820152072
"3294","Timmdc1",0.243,-2.04037820152072
"3295","Crybg3",0.243,-2.04037820152072
"3296","Synj1",0.243,-2.04037820152072
"3297","Wtap",0.243,-2.04037820152072
"3298","Trim26",0.243,-2.04037820152072
"3299","Slc23a1",0.243,-2.04037820152072
"3300","Nit1",0.242,-2.04632501555051
"3301","Slc9a1",0.242,-2.04632501555051
"3302","Capzb",0.242,-2.04632501555051
"3303","Nlrp12",0.242,-2.04632501555051
"3304","Cyfip1",0.242,-2.04632501555051
"3305","Sec23ip",0.242,-2.04632501555051
"3306","Micu1",0.242,-2.04632501555051
"3307","Ank3",0.242,-2.04632501555051
"3308","Calr",0.242,-2.04632501555051
"3309","Samd8",0.242,-2.04632501555051
"3310","Taf1d",0.242,-2.04632501555051
"3311","Sh3bgrl2",0.242,-2.04632501555051
"3312","Skp1a",0.242,-2.04632501555051
"3313","Txn2",0.242,-2.04632501555051
"3314","BC004004",0.242,-2.04632501555051
"3315","Prrc2a",0.242,-2.04632501555051
"3316","Ndufv2",0.242,-2.04632501555051
"3317","Pigu",0.241,-2.05229644394692
"3318","Ar",0.241,-2.05229644394692
"3319","Cisd2",0.241,-2.05229644394692
"3320","Phtf2",0.241,-2.05229644394692
"3321","Ociad1",0.241,-2.05229644394692
"3322","Zfp655",0.241,-2.05229644394692
"3323","Tomm40",0.241,-2.05229644394692
"3324","Bcat2",0.241,-2.05229644394692
"3325","Arhgap17",0.241,-2.05229644394692
"3326","Aes",0.241,-2.05229644394692
"3327","Fdx1",0.241,-2.05229644394692
"3328","Nprl3",0.241,-2.05229644394692
"3329","Fut8",0.241,-2.05229644394692
"3330","Golph3",0.241,-2.05229644394692
"3331","Ltn1",0.241,-2.05229644394692
"3332","Fmn1",0.24,-2.05829269131903
"3333","Sqor",0.24,-2.05829269131903
"3334","Dtd1",0.24,-2.05829269131903
"3335","Tmem55a",0.24,-2.05829269131903
"3336","Tmem38b",0.24,-2.05829269131903
"3337","Ythdf2",0.24,-2.05829269131903
"3338","Grid2",0.24,-2.05829269131903
"3339","Slc22a18",0.24,-2.05829269131903
"3340","Atp7b",0.24,-2.05829269131903
"3341","Arf1",0.24,-2.05829269131903
"3342","Proser2",0.239,-2.06431396483782
"3343","Sema4a",0.239,-2.06431396483782
"3344","Ywhag",0.239,-2.06431396483782
"3345","Aebp2",0.239,-2.06431396483782
"3346","Nr2c1",0.239,-2.06431396483782
"3347","Chordc1",0.239,-2.06431396483782
"3348","Ryk",0.239,-2.06431396483782
"3349","Fam114a2",0.239,-2.06431396483782
"3350","Ehmt2",0.239,-2.06431396483782
"3351","Gtpbp2",0.239,-2.06431396483782
"3352","C730036E19Rik",0.238,-2.07036047427912
"3353","Mme",0.238,-2.07036047427912
"3354","Hfe2",0.238,-2.07036047427912
"3355","Oma1",0.238,-2.07036047427912
"3356","Klhl5",0.238,-2.07036047427912
"3357","Suds3",0.238,-2.07036047427912
"3358","Cyp2a12",0.238,-2.07036047427912
"3359","Akt2",0.238,-2.07036047427912
"3360","2810004N23Rik",0.238,-2.07036047427912
"3361","Irf2bp2",0.238,-2.07036047427912
"3362","Ei24",0.238,-2.07036047427912
"3363","Fam162a",0.238,-2.07036047427912
"3364","Zfp160",0.238,-2.07036047427912
"3365","Rnf24",0.237,-2.07643243206744
"3366","Xpo1",0.237,-2.07643243206744
"3367","Cnot8",0.237,-2.07643243206744
"3368","Dctn4",0.237,-2.07643243206744
"3369","Grpel2",0.237,-2.07643243206744
"3370","Txnl1",0.237,-2.07643243206744
"3371","Trak2",0.236,-2.08253005332081
"3372","Pm20d1",0.236,-2.08253005332081
"3373","Nek6",0.236,-2.08253005332081
"3374","Yars",0.236,-2.08253005332081
"3375","C77080",0.236,-2.08253005332081
"3376","Add1",0.236,-2.08253005332081
"3377","Atxn2l",0.236,-2.08253005332081
"3378","Tmcc3",0.236,-2.08253005332081
"3379","Slc4a7",0.236,-2.08253005332081
"3380","Ebpl",0.236,-2.08253005332081
"3381","Fdft1",0.236,-2.08253005332081
"3382","Tln2",0.236,-2.08253005332081
"3383","Serpina3m",0.236,-2.08253005332081
